Topic,Count,Representation,ESG_Categories
997,13,"['bribery laws', 'laws antibribery', 'bribery', 'domestic bribery', 'antibribery laws', 'antibribery', 'laws domestic', 'bribe antibribery', 'adva related', 'antibribery provisions']",['Governance']
1063,12,"['reporting financial', 'financial reporting', 'reporting', 'cost manage', 'delayed financial', 'functions directly', 'reporting delayed', 'process report', 'preparation process', 'various reporting']",['Governance']
1113,11,"['standards standards', 'standards', 'conformance standards', 'proof', 'standards conformance', 'proof standards', 'interpretations terms', 'standards proof', 'terms standards', 'varying standards']","['Social', 'Governance']"
1121,11,"['reputation materially', 'materially harm', 'business damage', 'damage reputation', 'damage', 'harm business', 'reputation', 'penalties harm', 'reputation harm', 'reputation operating']",['Governance']
1276,10,"['discourage lawsuits', 'lawsuits directors', 'directors discourage', 'discourage', 'lawsuits', 'directors', 'presented', 'associated presented', 'directors consequences', 'director associated']",['Governance']
1281,10,"['capital structure', 'changes capital', 'structure capital', 'structure', 'capital perform', 'imposition capital', 'including perceived', 'costs working', 'analysis companys', 'structure costs']",['Governance']
1284,10,"['procedures procedures', 'procedures', 'areas sharing', 'procedures steps', 'surgical procedures', 'procedures surgical', 'sharing procedures', 'steps obtain', 'related areas', 'surgical']",['Governance']
1288,10,"['cybersecurity insurance', 'cyber', 'cyber insurance', 'maintain cyber', 'insurance policies', 'insurance', 'cover', 'cybersecurity', 'act war', 'attacks nationstate']",['Governance']
1344,9,"['breach fiduciary', 'fiduciary duty', 'duty', 'fiduciary', 'action asserting', 'claim breach', 'duty owed', 'owed directors', 'asserting', 'duty action']",['Governance']
1362,9,"['operations reputation', 'reputation results', 'flexibility results', 'reputation', 'reputation operational', 'operational flexibility', 'flexibility', 'results operations', 'reputation reputation', 'results']",['Governance']
1369,9,"['reporting report', 'report reporting', 'report reports', 'reporting reporting', 'report report', 'reports reporting', 'report', 'reporting', 'reports', '']",['Governance']
1440,8,"['reporting requirements', 'additional reporting', 'andor oversight', 'reporting adviser', 'requirements andor', 'oversight', 'adviser', 'reporting', 'reports required', 'require written']",['Governance']
1499,8,"['regulations rules', 'rules regulations', 'rules', 'guidance rules', 'regulations terms', 'regulations guidance', 'regulations regulations', 'regulations', 'guidance', 'terms']","['Environmental', 'Governance']"
1508,8,"['related ownership', 'ownership common', 'volatile risks', 'volatile', 'common stockthe', 'stockthe', 'stockthe trading', 'stock stock', 'ownership', 'price volatile']",['Governance']
1521,8,"['procedures policies', 'policies procedures', 'procedures', 'policies', 'conduct policies', 'procedures practices', 'practices conduct', 'conduct', 'practices', '']","['Social', 'Governance']"
1526,8,"['metrics', 'metrics including', 'key metrics', 'disclose models', 'calculate metrics', 'facilitate calculations', 'metrics publicly', 'metrics regularly', 'metrics calculate', 'metrics ability']",['Governance']
