Topic,Count,Name,Representation,Representative_Docs
9,55,9_san_credit_san mateo_mateo,"['san', 'credit', 'san mateo', 'mateo', 'facility', 'defined', 'credit facility', 'ratio', 'mateo credit', 'credit agreement', 'rate', 'ebitda']","['The San Mateo Credit Facility also requires San Mateo to maintain an interest coverage ratio, which is defined as a rolling four quarter EBITDA calculation divided by San Mateos consolidated interest expense for such period, of 2.', 'Similarly, the San Mateo Credit Facility requires San Mateo to meet a debt to EBITDA ratio, which is defined as consolidated total funded indebtedness outstanding (as defined in the San Mateo Credit Facility) divided by a rolling four quarter EBITDA calculation, of 5.', 'The San Mateo Credit Facility requires San Mateo to maintain a debt to EBITDA ratio, which is defined as total consolidated funded indebtedness outstanding (as defined in the San Mateo Credit Facility) divided by a rolling four quarter EBITDA calculation, of 5.']"
10,52,10_shut_unavailable_wells_facilities,"['shut', 'unavailable', 'wells', 'facilities', 'co2', 'delay', 'producing wells', 'unable realize', 'processing', 'arrangements', 'access', 'gathering processing']","['The shutdown, unavailability of, or lack of, available capacity on these systems and facilities could result in the shut-in of producing wells, the flaring of natural gas that could result in restrictions on production or monetary sanctions, or the delay, or discontinuance of, development plans for properties.', 'The capacity of transmission, gathering and processing facilities may be insufficient to accommodate potential production from existing and new wells, which may result in substantial discounts in the prices we receive for our natural gas, NGLs and oil or result in the shut-in of producing wells or the delay or discontinuance of development plans for properties.', 'The lack of available capacity on these systems and facilities could reduce the price offered for our production or result in the shut-in of producing wells or the delay or discontinuance of development plans for properties.']"
11,50,11_petroleum contracts_enter_drill_joint,"['petroleum contracts', 'enter', 'drill', 'joint', 'petroleum', 'agreements', 'land', 'contracts', 'pooled', 'transportation agreements', 'rights', 'joint ventures']","['Over the course of the next several years, we may choose to enter into the next phase of those petroleum contracts which will likely include firm obligations to drill wells.', 'See Under the terms of our various license agreements, we are contractually obligated to drill wells and declare any discoveries in order to retain exploration and production rights.', 'Under the terms of our various petroleum contracts, we are contractually obligated to drill wells and declare any discoveries in order to retain exploration and production rights.']"
12,49,12_fracturing_hydraulic fracturing_hydraulic_disclosure,"['fracturing', 'hydraulic fracturing', 'hydraulic', 'disclosure', 'fracturing process', 'adopted', 'used hydraulic', 'considering', 'ban', 'regulate hydraulic', 'proposed', 'federal']","['Moreover, several states in which we operate have adopted, or stated intentions to adopt, laws or regulations that mandate further restrictions on hydraulic fracturing, such as requiring disclosure of chemicals used in hydraulic fracturing, imposing more stringent permitting, disclosure and well-construction requirements on hydraulic fracturing operations and establishing standards for the capture of air emissions released during hydraulic fracturing.', 'In addition, some states in which we operate, such as Pennsylvania, and certain 30Table of Contentslocal governments have adopted, and others are considering adopting, regulations that could restrict hydraulic fracturing in certain circumstances, including requirements regarding chemical disclosure, casing and cementing of wells, withdrawal of water for use in high-volume hydraulic fracturing of horizontal wells, baseline testing of nearby water wells, and restrictions on the type of additives that may be used in hydraulic fracturing operations.', 'In addition to these federal legislative and regulatory proposals, some states in which we operate, such as Pennsylvania, and certain local governments have adopted, and others are considering adopting, regulations that could restrict hydraulic fracturing in certain circumstances, including requirements regarding chemical disclosure, casing and cementing of wells, withdrawal of water for use in high-volume hydraulic fracturing of horizontal wells, baseline testing of nearby water wells, and restrictions on the type of additives that may be used in hydraulic fracturing operations.']"
13,45,13_negative_perception_public_sentiment,"['negative', 'perception', 'public', 'sentiment', 'reputation', 'public opinion', 'public perception', 'sustainability', 'investor', 'opinion', 'investors', 'negative public']","['Potential impacts of negative public opinion or reputational issues may include delays or stoppages in expansion projects, legal or regulatory actions or challenges, blockades, increased regulatory oversight, reduced support from regulatory authorities, challenges to regulatory approvals, difficulty securing financing for and cost overruns affecting expansion projects and the degradation of our business generally.', 'Any delay in responding to such changes in market sentiment or perception may result in the investment community having a negative sentiment regarding our business plan, potential profitability and our ability to operate in a manner deemed ""efficient, "" which may have a negative impact on the price of our common stock.', '26Negative public perception and investor sentiment regarding our business and the oil and gas industry as a whole could adversely affect our business, operations, and our ability to attract capital.']"
14,45,14_epa_rule_standards_published,"['epa', 'rule', 'standards', 'published', 'final', 'nsps', 'published final', 'emissions', 'reporting', '2016', 'sources', 'air']","['In recent years, the EPA issued final rules to subject oil and natural gas operations to regulation under the New Source Performance Standards (NSPS) and National Emission Standards for Hazardous Air Pollutants programs under the CAA and to impose new and amended requirements under both programs.', 'In September 2020, the EPA published a final rule amending the 2012 and 2016 NSPS for the oil and natural gas sector that removed transmission and storage sources from the oil and natural gas source category and rescinded the methane requirements applicable to the production and processing sources.', 'In June 2016, the EPA published a final rule that updated and expanded the NSPS by setting additional emissions limits for volatile organic compounds and regulating methane emissions for new and modified sources in the oil and gas industry.']"
15,43,15_indemnification_irs_opinion_contractual,"['indemnification', 'irs', 'opinion', 'contractual', 'liabilities', 'letter', 'ruling', 'closing', 'environmental liabilities', 'entitled', 'private', 'certain related']","['Notwithstanding receipt of the IRS private letter ruling and the opinion of counsel, the IRS could determine on audit that the Distribution and/or certain related transactions should be treated as taxable transactions for US. federal income tax purposes if it determines that any of the representations, assumptions or undertakings upon which the IRS private letter ruling was based are false or have been violated or if it disagrees with the conclusions in the opinion of counsel that are not covered by the ruling or for other reasons.', 'We often assume certain liabilities, and we may not be entitled to contractual indemnification for pre-closing liabilities, including environmental liabilities, and our contractual indemnification may not be effective.', 'We often assume certain liabilities, and we may not be entitled to contractual indemnification for pre-closing liabilities, including environmental liabilities, and our contractual indemnification may not be effective.']"
16,43,16_carrying_write_carrying value_impairment,"['carrying', 'write', 'carrying value', 'impairment', 'downs', 'write downs', 'required write', 'write carrying', 'gas properties', 'properties', 'impairments', 'carrying values']","['We review the carrying values of our proved oil and gas properties for indications of impairment when events or circumstances indicate that the remaining carrying value may not be recoverable.', 'See We may be required to write down the carrying value of our proved properties under accounting rules, and these write-downs could adversely affect our financial condition.', 'We may be required to write down the carrying value of our proved properties under accounting rules, and these write-downs could adversely affect our financial condition.']"
17,42,17_highly_success_acquiring_reserves economically,"['highly', 'success', 'acquiring', 'reserves economically', 'finding', 'highly dependent', 'ability acquire', 'acquire additional', 'acquiring additional', 'depend ability', 'acquire', 'develop']","['Our ability to acquire additional prospects and to find and develop reserves in the future will depend on our ability to evaluate and select suitable licenses and to consummate transactions in a highly competitive environment.', 'Our future oil and natural gas reserves and production, and therefore our cash flow and results of operations, are highly dependent on our success in efficiently developing and exploiting our current reserves and economically finding or acquiring additional recoverable reserves.', 'Our ability to acquire additional prospects and to find and develop reserves in the future will depend in part on our ability to evaluate and select suitable properties and to consummate transactions in a highly competitive environment for acquiring properties, marketing oil and natural gas and securing trained personnel.']"
18,38,18_supply_supply demand_prices_production levels,"['supply', 'supply demand', 'prices', 'production levels', 'factors control', 'changes supply', 'demand', 'factors', 'relatively minor', 'minor changes', 'depend numerous', 'minor']","['The prices are affected by a number of factors beyond our control, which include: weather conditions and seasonal trends; the domestic and foreign supply of and demand for natural gas, NGLs and oil; prevailing prices on local price indexes in the areas in which we operate and expectations about future commodity prices; 25Table of Contentsnational and worldwide economic and political conditions; new and competing exploratory finds of natural gas, NGLs and oil; changes in US. exports of natural gas, NGLs and oil; the effect of energy conservation efforts; the price, availability and acceptance of alternative fuels; the availability, proximity, capacity and cost of pipelines, other transportation facilities, and gathering, processing and storage facilities and other factors that result in differentials to benchmark prices; technological advances affecting energy consumption and production; the actions of the Organization of Petroleum Exporting Countries; the level and effect of trading in commodity futures markets, including commodity price speculators and others; the cost of exploring for, developing, producing and transporting natural gas, NGLs and oil; the level of global inventories; risks associated with drilling, completion and production operations; anddomestic, local and foreign governmental regulations, tariffs and taxes, including environmental and climate change regulation.', 'Historically, oil and natural gas prices have experienced significant volatility and can be affected by a variety of factors, including: changes in the supply of and demand for hydrocarbons, which are affected by general economic and business conditions, as well as increased demand for (and availability of) alternative energy sources and electric vehicles; the ability or willingness of the Organization of Petroleum Exporting Countries and 10 other oil producing countries, including Russia, Mexico and Kazakhstan (OPEC+), to set and maintain production levels for oil; oil and gas production levels in the United States and by other non-OPEC+ countries; changes in the level of demand resulting from actual or threatened public health emergencies, such as the COVID-19 pandemic, or from other events affecting the level of economic activity; political and economic uncertainty and geopolitical unrest; the level of excess production capacity; the level of global oil and gas exploration and production activity; the level of global oil and natural gas inventories; access to potential resources; governmental policies and subsidies; the costs of exploring for, producing and delivering oil and gas; speculation as to the future price of oil and the speculative trading of oil and natural gas futures contracts; government initiatives to promote the use of renewable energy sources and public sentiment regarding alternatives to oil and gas; technological advances affecting energy consumption; and weather conditions.', 'Wide fluctuations in oil, gas, and NGL prices often result from relatively minor changes in the supply of and demand for oil, gas, and NGLs, market uncertainty, and other factors that are beyond our control, including: global and domestic supplies of oil, gas, and NGLs, and the productive capacity of the industry as a whole; the level of consumer demand for oil, gas, and NGLs; overall global and domestic economic conditions; weather conditions; the availability and capacity of gathering, transportation, processing, and/or refining facilities in asset-specific or localized areas; liquefied natural gas deliveries to and from the United States; the price and availability of alternative fuels or sources of energy; technological advances in, and regulations affecting, energy consumption and conservation; the ability of the members of the Organization of Petroleum Exporting Countries and other exporting countries to maintain effective oil price and production controls; political instability or armed conflict in oil or gas producing regions; actual or perceived epidemic or pandemic risks; strengthening and weakening of the United States dollar relative to other currencies; stockholder activism or activities by non-governmental organizations to limit sources of funding or restrict the exploration and production of oil, gas, and NGLs and related infrastructure; andgovernmental regulations and taxes.']"
19,38,19_tax_income_income tax_tax laws,"['tax', 'income', 'income tax', 'tax laws', 'deductions', 'taxes', 'changes', 'federal income', 'elimination', 'tax law', 'repeal', 'law changes']","['We are subject to tax laws, and changes thereto could eliminate or reduced certain federal income tax deductions or net operating loss carryforwards currently available.', 'Effective January 1, 2018, changes to certain US. federal income tax laws were signed into law that impact us, including but not limited to: changes to the regular income tax rate; the elimination of the alternative minimum tax (AMT); full expensing of capital equipment; limited deductibility of interest expense; and increased limitations on deductible executive compensation.', 'The most significant potential tax law changes that could impact us include increases in the regular income tax rate, a new minimum tax based on net income, the expensing of intangible drilling costs or percentage depletion, the repeal of like-kind exchange tax deferral rules on real property and further limited deductibility of interest expense, any of which could adversely impact our current and deferred federal and state income tax liabilities.']"
20,36,20_unrest_political_countries_instability,"['unrest', 'political', 'countries', 'instability', 'civil unrest', 'terrorism', 'civil', 'political economic', 'economic', 'currency exchange', 'social', 'terrorism risks']","['Exploration and production operations are subject to legal, social, political and economic uncertainties, including terrorism, military repression, social unrest and activism, blockades, strikes by local or national labor groups, interference with private contract rights, extreme fluctuations in currency exchange rates, high rates of inflation, exchange controls, changes in tax rates, changes in laws or policies affecting environmental issues (including land use and water use), workplace safety, foreign investment, foreign trade, investment or taxation, as well as restrictions imposed on the oil and natural gas industry, such as restrictions on production, price controls and export controls.', 'In addition, Occidental has experienced and may continue to experience adverse consequences, such as risk of loss or production limitations, because certain of its international operations are located in countries affected by political instability, nationalizations, corruption, armed conflict, terrorism, insurgency, civil unrest, security problems, labor unrest, OPEC production restrictions, equipment import restrictions and sanctions.', 'In addition to the risks addressed elsewhere in this section, our operations in countries other than the United States are subject to various risks, including: uncertain or volatile political, social and economic conditions; exposure to expropriation, nationalization, deprivation or confiscation of our assets or the assets of our customers, or other governmental actions; social unrest, acts of terrorism, war or other armed conflict; public health crises and other catastrophic events, such as the COVID-19 pandemic; confiscatory taxation or other adverse tax policies; theft of, or lack of sufficient legal protection for, proprietary technology and other intellectual property; deprivation of contract rights; trade and economic sanctions or other restrictions imposed by the European Union, the United States or other regions or countries; exposure under the US. Foreign Corrupt Practices Act (FCPA), the U. K. Bribery Act or similar anti-bribery and anti-corruption legislation; unexpected changes in legal and regulatory requirements, including changes in interpretation or enforcement of existing laws; restrictions on the repatriation of income or capital; currency exchange controls; inflation; and currency exchange rate fluctuations and devaluations.']"
21,36,21_proceedings_legal_involved_litigation,"['proceedings', 'legal', 'involved', 'litigation', 'outcome', 'legal proceedings', 'claims', 'course business', 'lawsuits', 'course', 'ordinary course', 'proceedings result']","['Please see We are from time to time involved in legal, governmental and regulatory proceedings that could result in substantial liabilities for a discussion of risks related to such proceedings.', 'Like other similarly-situated oil and gas companies, we are from time to time involved in various legal, governmental and regulatory proceedings in the ordinary course of business including, but not limited to, commercial disputes, claims from royalty and surface owners, property damage claims, personal injury claims, regulatory compliance matters, disputes with tax authorities and other matters.', 'Like many oil and natural gas companies, we are from time to time involved in various legal and other proceedings, such as title, royalty or contractual disputes, regulatory compliance matters and personal injury or property damage matters, in the ordinary course of our business.']"
22,35,22_state local_materials_federal state_local,"['state local', 'materials', 'federal state', 'local', 'local laws', 'laws regulations', 'laws', 'health safety', 'operations subject', 'safety', 'regulations', 'discharge']","['The Companys operations are subject to various international, foreign, national, state, and provincial, and local environmental, health and safety laws and regulations, including related to the generation, storage, handling, use, disposal and remediation of petroleum products, wastewater and hazardous materials; the emission and discharge of such materials to the environment, including greenhouse gas emissions; wildlife, habitat and water protection; the placement, operation and decommissioning of production equipment; and the health and safety of our employees, contractors and communities where our operations are located.', 'We are subject to various international, foreign, federal, state and local health, safety and environmental laws and regulations governing, among other things, the emission and discharge of pollutants into the ground, air or water, the generation, storage, handling, use, transportation and disposal of regulated materials and the health and safety of our employees, contractors and communities in which our assets are located.', 'Our operations are subject to extensive federal, state and local laws and regulations, including drilling, permitting and safety laws and regulations and those relating to the generation, storage, handling, emission, transportation and discharge of materials into the environment.']"
23,34,23_hurricanes_weather_tropical_severe,"['hurricanes', 'weather', 'tropical', 'severe', 'storms', 'tropical storms', 'coastal', 'hurricane', 'storms hurricanes', 'severe weather', 'hurricanes tropical', 'weather conditions']","['Additionally, tropical storms or hurricanes may cause evacuation of personnel and damage to our platforms and other equipment, which may result in suspension of our operations.', 'The location of many of Murphys key assets causes the Company to be vulnerable to severe weather, including hurricanes and tropical storms.', 'Tropical storms, hurricanes and the threat of tropical storms and hurricanes often result in the shutdown of operations, particularly in the US. Gulf of Mexico, as well as operations within the path and the projected path of the tropical storms or hurricanes.']"
24,34,24_indebtedness_level indebtedness_debt_high level,"['indebtedness', 'level indebtedness', 'debt', 'high level', 'level', 'vulnerability', 'debt service', 'flexibility', 'portion cash', 'working capital', 'additional financing', 'economic industry']","['A high level of indebtedness could affect our operations in several ways, including the following: requiring a significant portion of our cash flows to be used for servicing our indebtedness; increasing our vulnerability to general adverse economic and industry conditions; placing us at a competitive disadvantage compared to our competitors that are less leveraged and, therefore, may be able to take advantage of opportunities that our level of indebtedness may prevent us from pursuing; restricting our ability to obtain additional financing in the future for working capital, capital expenditures, acquisitions and general corporate or other purposes; andincreasing the risk that we may default on our debt obligations.', 'An increase in our level of indebtedness could affect our operations in several ways, including the following: a significant portion of our cash flows could be used to service our indebtedness; a high level of debt would increase our vulnerability to general adverse economic and industry conditions; the covenants contained in the agreements governing our outstanding indebtedness limit our ability to borrow additional funds, dispose of assets, pay dividends and make certain investments; our debt covenants may also affect our flexibility in planning for, and reacting to, changes in the economy and in our industry; a high level of debt may place us at a competitive disadvantage compared to our competitors that are less leveraged and therefore, may be able to take advantage of opportunities that our indebtedness would prevent us from pursuing; 46Table of Contentsa high level of debt may make it more likely that a reduction in our borrowing base under the Oasis Credit Facility following a periodic redetermination could require us to repay a portion of our then-outstanding bank borrowings; anda high level of debt may impair our ability to obtain additional financing in the future for working capital, capital expenditures, acquisitions, general corporate or other purposes.', 'Our level of indebtedness could affect our operations in several ways, including the following: a significant portion or all of our cash flows, when generated, could be used to service our indebtedness; a high level of indebtedness could increase our vulnerability to general adverse economic and industry conditions; the covenants contained in the agreements governing our outstanding indebtedness will limit our ability to borrow additional funds, dispose of assets, pay dividends and make certain investments; a high level of indebtedness may place us at a competitive disadvantage compared to our competitors that are less leveraged and therefore, may be able to take advantage of opportunities that our indebtedness could prevent us from pursuing; our debt covenants may also affect our flexibility in planning for, and reacting to, changes in the economy and in our industry; additional hedging instruments may be required as a result of our indebtedness; a high level of indebtedness may make it more likely that a reduction in our borrowing base following a periodic redetermination could require us to repay a portion of our thenoutstanding bank borrowings; anda high level of indebtedness may impair our ability to obtain additional financing in the future for working capital, capital expenditures, acquisitions, general corporate or other purposes.']"
25,32,25_reduction_availability_availability credit_credit availability,"['reduction', 'availability', 'availability credit', 'credit availability', 'contraction', 'credit', 'significant reduction', 'markets lead', 'ability finance', 'operating results', 'markets', 'credit materially']","['Also, disruptions and volatility in the global financial markets may lead to an increase in interest rates or a contraction in credit availability, impacting our ability to finance our operations on favorable terms.', 'Recent and continuing disruptions and volatility in the global financial markets may lead to an increase in interest rates or a contraction in credit availability impacting our ability to finance our operations.', 'Recent and continuing disruptions and volatility in the global financial markets may lead to an increase in interest rates or a contraction in credit availability impacting our ability to finance our operations.']"
26,32,26_benefits_anticipated_realize_acquisition,"['benefits', 'anticipated', 'realize', 'acquisition', 'anticipated benefits', 'realize anticipated', 'synergies', 'acquisitions', 'realize benefits', 'fail realize', 'merger', 'expected']","['51Table of Contents If we fail to realize the anticipated benefits of a significant acquisition, our results of operations may be adversely affected.', 'Even if a combination is successful, it may not be possible to realize the full benefits we may expect in estimated proved reserves, production volume, cost savings from operating synergies or other benefits anticipated from an acquisition or realize these benefits within the expected time frame.', 'Even if we successfully integrate the assets acquired, it may not be possible to realize the full benefits we may expect in estimated proved reserves, production volume, cost savings from operating synergies or other benefits anticipated from an acquisition or realize these benefits within the expected time frame.']"
