Name,Representation,Count,ESG_Categories
118_tax rate_effective tax_share based_rate,"tax rate,effective tax,share based,rate,based compensation,tax,compensation,effective,carryforwards,share,incentives,tax benefits",18,Governance
127_gdpr_california_protection regulation_regulation gdpr,"gdpr,california,protection regulation,regulation gdpr,general data,data protection,ccpa,consumer privacy,protection,2020,regulation,european",17,Governance
130_interoperate_802_ieee_different specifications,"interoperate,802,ieee,different specifications,ieee 802,protocol,vendors products,products vendors,customers requirements,meet customers,future products,networks future",16,Governance
138_emerging growth_oxley_sarbanes oxley_sarbanes,"emerging growth,oxley,sarbanes oxley,sarbanes,oxley act,emerging,act,growth company,growth companies,reporting,exchange act,attestation",15,Governance
143_million_million million_investigation_billion,"million,million million,investigation,billion,actively pursuing,permanent decrease,federal research,decrease federal,cooperating,related ongoing,million aggregate,million respectively",15,Governance
148_corrupt_bribery_corrupt practices_foreign corrupt,"corrupt,bribery,corrupt practices,foreign corrupt,practices act,bribery act,officials,act,fcpa,practices,foreign,act fcpa",14,Governance
150_future performance_rely past_indication future_historical trends,"future performance,rely past,indication future,historical trends,trends,performance,indication,rely,capital costs,indicator future,indicator,restarting",14,"Environmental,Governance"
154_directors_board directors_board_voting,"directors,board directors,board,voting,meetings,stockholder,stockholders,special,preferred stock,preferred,bylaws,meeting stockholders",14,Governance
161_security breaches_security_breaches_measures,"security breaches,security,breaches,measures,breaches cyber,detect,cyber,prevent detect,able anticipate,security efforts,provide absolute,absolute security",13,Governance
164_date_material impact_security breach_cybersecurity,"date,material impact,security breach,cybersecurity,impact service,breach,assurance,incidents,detect,systems,material,security",13,Governance
165_diligence_conduct diligence_ability evaluate_facts,"diligence,conduct diligence,ability evaluate,facts,disclosures,completeness,zev,zev ventures,evaluate,respect,actions taken,investment opportunity",13,"Environmental,Governance"
166_privacy_cybersecurity data_use retention_data,"privacy,cybersecurity data,use retention,data,collection use,personal,collection,laws regulations,international laws,protection,provincial,security cybersecurity",13,Governance
168_exploration_assurance_feed_properties,"exploration,assurance,feed,properties,extraction,sufficient feed,assurance sufficient,construction development,extraction recovery,copper,conventional,profitable",13,Governance
170_risk factors_1a risk_item 1a_1a,"risk factors,1a risk,item 1a,1a,item,risk,contains forward,looking statements,forward looking,looking,factors,contains",13,"Environmental,Governance"
173_directors_ability control_voting_majority voting,"directors,ability control,voting,majority voting,director,power outstanding,majority,class,board directors,outstanding capital,election,ceo",13,Governance
177_encryption_secure_security_encryption authentication,"encryption,secure,security,encryption authentication,including use,encryption security,physical security,physical,information technology,secure information,authentication,use encryption",12,Governance
178_vulnerabilities_security_vulnerabilities security_defects,"vulnerabilities,security,vulnerabilities security,defects,prioritization,security vulnerabilities,party providers,costs eliminate,remedy vulnerabilities,defects failure,remedying,security problems",12,Governance
185_dividends_board_capital requirements_discretion board,"dividends,board,capital requirements,discretion board,dividends holders,board directors,cash,payment dividends,cash needs,deem relevant,ability pay,available cash",12,Governance
187_electronic_money_privacy_laundering,"electronic,money,privacy,laundering,anti,laws,consumer protection,trading,import export,broad,protection,governing",11,"Environmental,Governance"
191_mmj_district court_district_trustee,"mmj,district court,district,trustee,reorganization,reorganization proceedings,court,japan,proceedings,oversight,consent,certain material",11,Governance
196_repurchase_repurchase program_stockholder value_program,"repurchase,repurchase program,stockholder value,program,fully,share repurchase,enhance,consummated,stock repurchase,long term,stockholder,guarantee",11,Governance
197_patent intellectual_patent_litigation_property rights,"patent intellectual,patent,litigation,property rights,litigation based,infringement lawsuits,intellectual property,intellectual,industry characterized,existence large,based allegations,substantial litigation",10,Governance
198_political_local_import_instability,"political,local,import,instability,economic,labor,shipping,trade protection,staffing managing,protection measures,united states,protection",10,"Social,Governance"
202_gdpr_20 million_penalties_20,"gdpr,20 million,penalties,20,worldwide,percent,includes significant,gdpr requires,handling,penalties non,turnover,data protection",10,Governance
203_uk tax_uk_tax planning_transparency,"uk tax,uk,tax planning,transparency,majestys,matters public,legislation requires,information tax,disclose information,tax,planning,risk management",10,"Social,Governance"
218_adhere_supplier_conduct_suppliers,"adhere,supplier,conduct,suppliers,occur material,violations,interrupt,material effect,code,recalls,requirements,material",9,Governance
223_securities class_class action_volatility_companys securities,"securities class,class action,volatility,companys securities,price companys,securities,following,volatility market,periods,litigation,securities securities,price securities",9,Governance
243_impossible predict_inherently uncertain_certainty_outcome,"impossible predict,inherently uncertain,certainty,outcome,litigation,inherently,impossible,predict,legal proceedings,proceedings difficult,litigation inherently,invalidity unenforceability",8,Governance
246_consents_assurances_assurance_obtained,"consents,assurances,assurance,obtained,consents approvals,determine certainty,forthcoming,facilitate business,minerals limited,accordingly ability,authorities assurance,parties facilitate",8,Governance
252_acm_management agreements_gp llc_management gp,"acm,management agreements,gp llc,management gp,affiliates,acts omissions,director,omissions,directors officers,llc,gp,threatened",7,Governance
264_accounts receivable_receivable_accounts_collection accounts,"accounts receivable,receivable,accounts,collection accounts,risk excess,exposed,credit risks,collection,risk,distributors,costs percentage,difficult collect",7,"Environmental,Governance"
265_penalties adverse_fcpa similar_fcpa_penalties,"penalties adverse,fcpa similar,fcpa,penalties,similar laws,civil,criminal,seek impose,criminal fines,subject penalties,effect reputation,civil criminal",7,Governance
266_1a risk_1a_item 1a_item,"1a risk,1a,item 1a,item,energy fuels,fuels,risk,risk factors,cause future,factorsour businesses,factorsthe following,factorsthe",7,"Environmental,Governance"
270_regulation fda_fda_authorities_standards,"regulation fda,fda,authorities,standards,bodies,regulated,companies medical,authorities including,manufacture market,needs created,medical technologies,regulated industries",7,Governance
273_result severe_violation laws_laws result_penalties,"result severe,violation laws,laws result,penalties,investigations,severe,violation,reputational,cease existing,include ongoing,making harder,discouraging doing",6,Governance
