Name,Representation,Count,ESG_Categories
218_minerals_conflict minerals_democratic_republic,"minerals,conflict minerals,democratic,republic,conflict,mined,disclosure requirements,mineral,disclosure,diligence,disclose,disclosure mineral",12,"Social,Governance"
229_issues relating_customer support_reputation ability_customers depend,"issues relating,customer support,reputation ability,customers depend,customers networks,support,maintain customer,depends quality,resolve,reliable,products underlying,support organization",11,Social
230_funds_leverage_capital structure_portfolio,"funds,leverage,capital structure,portfolio,portfolio company,funds invest,capital,invest,capital structures,invest obligors,financing operations,choose use",11,Social
250_network_infrastructure_internet_deployed,"network,infrastructure,internet,deployed,cloud infrastructure,route,outage,data centers,bandwidth,july 2019,interference,centers",10,"Environmental,Social"
251_excess inclusion_inclusion income_inclusion_stockholders,"excess inclusion,inclusion income,inclusion,stockholders,return capital,income,distributions,excess,term capital,gain,return,capital gain",10,Social
255_diligence_conduct diligence_facts_disclosures,"diligence,conduct diligence,facts,disclosures,investment opportunity,completeness,issues,actions taken,opportunity,appropriate based,diligence procedures,companys product",10,"Environmental,Social,Governance"
256_proposals_legislative_biologic products_regulatory proposals,"proposals,legislative,biologic products,regulatory proposals,biologic,healthcare,reform,drug,legislative regulatory,regulation,proprietary technology,program subject",10,Social
259_high quality_maintain high_support_support services,"high quality,maintain high,support,support services,high,quality,quality customer,customer support,quality support,failure maintain,technical support,support market",9,Social
285_pressure_pricing pressure_intense_pricing,"pressure,pricing pressure,intense,pricing,pricing pressures,healthcare,pressures,demand changes,connection sale,expect experience,face sales,health maintenance",8,"Environmental,Social"
309_rents_residents_lease_rent,"rents,residents,lease,rent,rental,leases,increases operating,stabilization laws,rent control,stabilization,apartments,housing",7,Social
319_portfolio company_groups invest_funds different_portfolio,"portfolio company,groups invest,funds different,portfolio,different,alongside,minority,invest,groups,certain funds,investments portfolio,representations business",7,Social
324_government funding_spending_budgets_development budgets,"government funding,spending,budgets,development budgets,budgetary,capital spending,priorities,funding,policies,economic conditions,research,factors difficult",7,Social
329_revenue financial_users_harmed_campus end,"revenue financial,users,harmed,campus end,members successful,level engagement,fail retain,harmed risks,engagement,end customers,existing users,efforts attract",6,Social
