Name,Representation,Count,ESG_Categories
206_uranium vanadium_uranium_vanadium_price uranium,"uranium vanadium,uranium,vanadium,price uranium,vanadium prices,prices,copper,uranium extraction,commodity prices,recovery,continue hold,extraction recovery",12,Environmental
216_bundle products_bundle_price products_offer,"bundle products,bundle,price products,offer,lower,reduce price,diverse product,offer lower,competitors,larger competitors,pricing,able offer",12,Environmental
225_development_research development_field force_research,"development,research development,field force,research,cycle,field,financial resources,offset revenue,doing operating,development additional,involves long,offerings involves",11,Environmental
226_beps_base erosion_erosion profit_profit shifting,"beps,base erosion,erosion profit,profit shifting,erosion,digital,oecd,shifting,beps action,action plan,proposed regulations,proposal",11,Environmental
238_real_real estate_estate_inherent,"real,real estate,estate,inherent,ownership real,estate funds,risks liabilities,infrastructure assets,real property,risks inherent,land,risks",10,Environmental
248_extraction_hazards_mining_recovery,"extraction,hazards,mining,recovery,extraction mining,exploration,risks normally,normally,mineral,mining recovery,exploration construction,mineral extraction",10,Environmental
250_network_infrastructure_internet_deployed,"network,infrastructure,internet,deployed,cloud infrastructure,route,outage,data centers,bandwidth,july 2019,interference,centers",10,"Environmental,Social"
255_diligence_conduct diligence_facts_disclosures,"diligence,conduct diligence,facts,disclosures,investment opportunity,completeness,issues,actions taken,opportunity,appropriate based,diligence procedures,companys product",10,"Environmental,Social,Governance"
265_1a risk_1a_item 1a_item,"1a risk,1a,item 1a,item,factorsour,risk factorsour,risk,risk factors,encounter,factors,risks uncertainties,operate rapidly",9,"Environmental,Governance"
285_pressure_pricing pressure_intense_pricing,"pressure,pricing pressure,intense,pricing,pricing pressures,healthcare,pressures,demand changes,connection sale,expect experience,face sales,health maintenance",8,"Environmental,Social"
288_cuts jobs_tax cuts_cuts_jobs,"cuts jobs,tax cuts,cuts,jobs,jobs act,2017 tax,2017,act,internal revenue,162,section 162,22 2017",8,Environmental
290_land holdings_impairment_charges_allowance,"land holdings,impairment,charges,allowance,value assets,impairment charges,holdings,land,write,assets associated,future decreases,flows materially",8,Environmental
294_reit risk_factors continued_armour residential_residential reit,"reit risk,factors continued,armour residential,residential reit,residential,armour,risk factors,reit,continued,risk,acm,stock ability",8,"Environmental,Governance"
307_licenses permits_mineral_approvals licenses_permits,"licenses permits,mineral,approvals licenses,permits,assumptions,mineralized,extraction,estimates,recovery,metallurgical,resource reserve,reserve estimates",7,Environmental
316_climate_climate change_occurring_natural disasters,"climate,climate change,occurring,natural disasters,change result,disasters,natural,drought,patterns,concern,result certain,rising",7,Environmental
320_transfer pricing_transfer_pricing_products errors,"transfer pricing,transfer,pricing,products errors,local tax,intercompany,errors,tax authorities,accuracy guarantee,address cause,related financing,likely subject",7,Environmental
322_business reputation_applicable law_impact business_significantly adversely,"business reputation,applicable law,impact business,significantly adversely,network systems,disclosures,systems products,reputation results,adversely impact,reputation,choose,disclose",7,Environmental
