Topic,Count,Representation,ESG_Categories
449,17,"['procedures policies', 'procedures', 'procedures procedures', 'policies procedures', 'policies', 'implementation procedures', 'areas sharing', 'conduct policies', 'related areas', 'sharing procedures']","['Social', 'Governance']"
467,17,"['training training', 'training', 'train', 'train train', 'train training', 'opportunities periodic', 'skill training', 'training train', 'processes track', 'track train']",['Social']
510,16,"['evolving industry', 'industry standards', 'standards evolving', 'evolving', 'standards', 'standards rapid', 'changes changing', 'industry', 'changing industry', 'rapid technological']","['Social', 'Governance']"
512,16,"['policies policies', 'policies', 'economic policies', 'labor policies', 'policies economic', 'new unclear', 'measures economic', 'considerations policies', 'policies new', 'policies protective']","['Social', 'Governance']"
529,15,"['investments investments', 'investments investment', 'investments', 'investing investment', 'loans investments', 'investments investors', 'financial community', 'community investments', 'community make', 'community']",['Social']
535,15,"['raise additional', 'equity', 'securities raise', 'issuance', 'debt equity', 'raise', 'equity securities', 'additional equity', 'funds issuance', 'equity public']",['Social']
546,15,"['brands', 'maintaining enhancing', 'brand', 'enhancing', 'brands critical', 'expanding base', 'critical expanding', 'awareness', 'enhancing brands', 'maintaining']",['Social']
571,14,"['development oecd', 'economic cooperation', 'oecd', 'beps', 'cooperation', 'cooperation development', 'organization economic', 'shifting beps', 'beps project', 'erosion profit']",['Social']
574,14,"['industry standards', 'standards industry', 'standards', 'consistent acceptable', 'compatibility adoption', 'chain standards', 'obligations industry', 'bodies industry', 'products operations', 'local testing']","['Social', 'Governance']"
584,14,"['research development', 'research', 'development research', 'engage research', 'activities develop', 'development activities', 'development efforts', 'development', 'associated research', 'abandoned research']","['Environmental', 'Social']"
588,14,"['compliance compliance', 'international compliance', 'compliance', 'approved expected', 'apply compliance', 'foreign approved', 'foreign compliance', 'pursuant designed', 'compliance comply', 'compliance wide']","['Social', 'Governance']"
661,12,"['projects projects', 'projects', 'project daneros', 'daneros project', 'project', 'daneros', 'project wate', 'projects beps', 'wate project', 'result projects']",['Social']
686,12,"['growth growth', 'growth grow', 'growth', '16future', '16future growth', 'grow growth', 'grow growing', 'grow complex', 'time growth', 'required period']",['Social']
713,12,"['partnerships', 'strategic partnerships', 'partnerships strategic', 'strategic', 'strategic relationships', 'alliances alliances', 'plans rely', 'rely strategic', 'success partnerships', 'support future']",['Social']
733,11,"['public health', 'health issues', 'issues public', 'health', 'health problems', 'public', 'issues', 'currently cause', 'developments include', 'spread public']","['Environmental', 'Social']"
756,11,"['hiring', 'hire', 'recruiting', 'hiring hire', 'hire hiring', 'hiring hiring', 'recruiting apply', 'apply hire', 'recruit recruiting', 'hiring recruiting']",['Social']
771,11,"['culture', 'corporate culture', 'cultures', 'diverse business', 'corporate', 'difficult maintain', 'diverse', 'benefits corporate', 'contributor success', 'culture corporate']","['Social', 'Governance']"
785,10,"['customer data', 'access customer', 'customers data', 'access', 'accessed', 'unauthorized access', 'unauthorized', 'improperly', 'availability data', 'accessed improperly']",['Social']
792,10,"['protection privacy', 'privacy data', 'data protection', 'privacy', 'protection', 'data privacy', 'different locations', 'locations data', 'correct delete', 'different stringent']","['Social', 'Governance']"
812,10,"['european union', 'union', 'european', 'union european', 'union eu', 'member states', 'states competent', 'parliament brussels', 'area european', 'authorities member']",['Social']
815,10,"['various cooperative', 'marketing programs', 'cooperative marketing', 'participate various', 'cooperative', 'marketing', 'programs participate', 'participate', 'sales marketing', 'programs']",['Social']
824,10,"['time resources', 'significant time', 'integration process', 'process require', 'require significant', 'resources align', 'align', 'integration', 'align rectify', 'challenges timeconsuming']",['Social']
853,9,"['department', 'commerce', 'department commerce', 'commerce department', 'justice', 'defense department', 'department 2018', 'council federal', 'commerce justice', 'commerce commerce']","['Environmental', 'Social']"
854,9,"['data data', 'technology data', 'data', 'technology', '', '', '', '', '', '']","['Environmental', 'Social']"
866,9,"['product development', 'development product', 'development', 'tasks product', 'goals product', 'development tasks', 'development goals', 'tasks', 'goals', 'product']","['Environmental', 'Social']"
870,9,"['scripts', 'express scripts', 'express', 'scripts acquisition', 'scripts integration', 'integration', 'benefits key', 'applications conduct', 'additional unanticipated', 'acquisition systems']",['Social']
881,9,"['retention retention', 'retention', 'enrichment retention', 'retaining retention', 'retention enrichment', 'retention retaining', 'enrichment', 'retaining', '', '']",['Social']
895,9,"['safety laws', 'health safety', 'safety', 'health', 'occupational', 'safety health', 'promulgated regulations', 'radioelectromagnetic', 'agencies promulgated', 'administration various']","['Environmental', 'Social']"
896,9,"['capital requirements', 'requirements capital', 'capital', 'adequacy including', 'requirements strategic', 'company licensing', 'examination substantially', 'factors managements', 'costs working', 'banks hold']","['Environmental', 'Social']"
913,8,"['extent hire', 'hire personnel', 'personnel competitors', 'hiring', 'companies industry', 'competitors extent', 'competitors form', 'competitors frequently', 'competitors engaged', 'hiring employees']",['Social']
923,8,"['speculation', 'speculation press', 'press', 'press investment', 'investment community', 'community strategic', 'strategic position', 'community', 'speculation involving', 'position speculation']",['Social']
925,8,"['health safety', 'safety', 'safety health', 'compliance protective', 'safety imposition', 'transportation safety', 'response submission', 'safety emergency', 'safety transportation', 'submission safety']",['Social']
949,8,"['liabilities businesses', 'responsibility liabilities', 'liabilities', 'liabilities liabilities', 'responsibility', 'businesses acquire', 'apply responsibility', 'did previously', 'previously apply', 'related predecessor']","['Social', 'Governance']"
956,8,"['added time', 'contain multiple', 'evolved', 'networks grown', 'networks contain', 'grown evolved', 'multiple generations', 'time networks', 'products added', 'networks']",['Social']
969,8,"['trade protection', 'protection measures', 'measures trade', 'measures', 'trade', 'trade protectionist', 'respect trade', 'measures tariffs', 'potential trade', 'protection']","['Social', 'Governance']"
994,8,"['development development', 'development developments', 'generation development', 'developments development', 'development generation', 'developing development', 'generation', 'development', 'developments', 'developing']","['Environmental', 'Social']"
1009,8,"['collaborators', 'collaborators collaborators', 'collaboration', 'respect collaboration', 'collaborate collaborators', 'collaboration respect', 'arcturus collaborators', 'collaborators collaborate', 'collaboration partner', 'collaborators collaboration']",['Social']
