Topic,Count,Name,Representation,Representative_Docs
9,330,9_insurance_claims_litigation_coverage,"['insurance', 'claims', 'litigation', 'coverage', 'proceedings', 'liability', 'insurance coverage', 'legal', 'warranty', 'legal proceedings']","['The successful assertion of one or more large claims against us that exceed available insurance coverage, or the occurrence of changes in our insurance policies, including premium increases or the imposition of large deductible or co-insurance requirements, could have a material adverse effect on our business, including our reputation, financial condition and operating results.', 'The successful assertion of one or more large claims against us that exceed available insurance coverage, or the occurrence of changes in our insurance policies, including premium increases or the imposition of large deductible or co-insurance requirements, could have a material adverse effect on our business, results of operations, and financial condition, as well as our reputation.', 'The successful assertion of one or more large claims against us that exceed available insurance coverage, or the occurrence of changes in our insurance policies, including premium increases or the imposition of large deductible or co-insurance requirements, could have an adverse effect on our business, financial condition and results of operations.']"
10,328,10_economic_spending_fluctuations_quarter,"['economic', 'spending', 'fluctuations', 'quarter', 'conditions', 'factors', 'economic conditions', 'revenue', 'growth', 'changes']","['Our financial results in any given quarter can be influenced by numerous factors, many of which we are unable to predict or are outside of our control, including: our ability to maintain and grow our user base and user engagement; 22Table of Contentsour ability to attract and retain marketers in a particular period; our ability to recognize revenue or collect payments from marketers in a particular period, including as a result of the effects of the COVID-19 pandemic; fluctuations in spending by our marketers due to seasonality, such as historically strong spending in the fourth quarter of each year, episodic regional or global events, including the COVID-19 pandemic, or other factors; the frequency, prominence, size, format, and quality of ads shown to users; the success of technologies designed to block the display of ads; changes to third-party policies that limit our ability to deliver, target, or measure the effectiveness of advertising, including changes by mobile operating system and browser providers such as Apple and Google; the pricing of our ads and other products; the diversification and growth of revenue sources beyond advertising on Facebook and Instagram; our ability to generate revenue from Payments, or the sale of our consumer hardware products or other products we may introduce in the future; changes to existing products or services or the development and introduction of new products or services by us or our competitors; user behavior or product changes that may reduce traffic to features or products that we successfully monetize; increases in marketing, sales, and other operating expenses that we will incur to grow and expand our operations and to remain competitive, including costs related to our data centers and technical infrastructure; costs related to our privacy, safety, security, and content review efforts, including as a result of implementing changes to our practices, whether voluntarily, in connection with laws, regulations, regulatory actions, or decisions or recommendations from the independent Oversight Board, or otherwise; costs and expenses related to the development and delivery of our consumer hardware products; our ability to maintain gross margins and operating margins; costs related to acquisitions, including costs associated with amortization and additional investments to develop the acquired technologies; charges associated with impairment of any assets on our balance sheet; our ability to obtain equipment, components, and labor for our data centers and other technical infrastructure in a timely and cost-effective manner; system failures or outages or government blocking, which could prevent us from serving ads for any period of time; breaches of security or privacy, and the costs associated with any such breaches and remediation; changes in the manner in which we distribute our products or inaccessibility of our products due to third-party actions; fees paid to third parties for content or the distribution of our products; 23Table of Contentsrefunds or other concessions provided to advertisers; share-based compensation expense, including acquisition-related expense; adverse litigation judgments, settlements, or other litigation-related costs; changes in the legislative or regulatory environment, including with respect to privacy and data protection, or actions by governments or regulators, including fines, orders, or consent decrees; the overall tax rate for our business, which is affected by the mix of income we earn in the US. and in jurisdictions with different tax rates, the effects of share-based compensation, the effects of integrating intellectual property from acquisitions, the effects of changes in our business or structure, and the effects of discrete items such as legal and tax settlements and tax elections; the impact of changes in tax laws or judicial or regulatory interpretations of tax laws, which are recorded in the period such laws are enacted or interpretations are issued, and may significantly affect the effective tax rate of that period; tax obligations that may arise from resolutions of tax examinations, including the examination we are currently under by the Internal Revenue Service (IRS), that materially differ from the amounts we have anticipated; fluctuations in currency exchange rates and changes in the proportion of our revenue and expenses denominated in foreign currencies; trading activity in our share repurchase program; fluctuations in the market values of our investments in marketable securities, in the valuation of our equity investments, and in interest rates; changes in US. generally accepted accounting principles; andchanges in regional or global business or macroeconomic conditions, including as a result of the COVID-19 pandemic, which may impact the other factors described above.', 'Our results of operations in any given period can be influenced by a number of factors, many of which are outside of our control and may be difficult to predict, including: the disruption caused by COVID-19 and the government restrictions in response to the pandemic; our inability to fulfill our end customers orders due to the availability of inventory, supply chain delays, access to key commodities or technologies or events that impact our manufacturers or their suppliers; our ability to increase sales to existing customers and attract new end customers, including large end customers; the budgeting, sales and implementation cycles, purchasing practices and buying patterns of end customers, including large end customers who may receive lower pricing terms due to volume discounts and who may or may not make large bulk purchases in certain quarters or who may elect to re-assign allocations to multiple vendors based upon specific network roles or projects; changes in the growth rate of existing or new customers, including large end customers and service providers, changes in end-customer, distributor or reseller requirements or market needs, and changes in growth rates of the networking market; the cost and potential outcomes of existing and future litigation; increased expenses resulting from the tariffs imposed by the US. on goods from other countries and tariffs imposed by other countries on US. goods, including the tariffs implemented by the US. government on various imports from China; changes in our pricing policies, whether initiated by us or as a result of competition; the amount and timing of operating costs and capital expenditures related to the operation and expansion of our business; 20Table of Contentsdifficulty forecasting, budgeting and planning due to limited visibility beyond the first two quarters into the spending plans of current or prospective customers; deferral, reduction or cancellation of orders from end customers, including in anticipation of new products or product enhancements announced by us or our competitors, or warranty returns; the inclusion of any acceptance provisions in our customer contracts or any delays in acceptance of those products; the actual or rumored timing and success of new product and service introductions by us or our competitors or any other change in the competitive landscape of our industry, including consolidation among our competitors or end customers; our ability to successfully expand our business domestically and internationally; our ability to increase the size and production of our sales or distribution channel, or any disruption in, or termination of, our sales or distribution channels; decisions by potential end customers to purchase our networking solutions from larger, more established vendors, white box vendors or their primary network equipment vendors; insolvency or credit difficulties confronting our end customers, which could adversely affect their ability to purchase or pay for our products and services, or confronting our key suppliers, including our sole source suppliers, which could disrupt our supply chain; seasonality or cyclical fluctuations in our markets; future accounting pronouncements or changes in our accounting policies; our overall effective tax rate, including impacts caused by any reorganization in our corporate structure, any changes in our valuation allowance for domestic deferred tax assets and any new legislation or regulatory developments, including the Tax Cuts and Jobs Act of 2017 (the Tax Act); increases or decreases in our expenses caused by fluctuations in foreign currency exchange rates, as an increasing portion of our expenses are incurred and paid in currencies other than the US. dollar; general economic conditions, both domestically and in foreign markets, and disruptions in our business and the markets due to, among other things, health epidemics, natural disasters, terrorism and other catastrophic events; increases in cybersecurity threats, including security threats from state sponsors; and other risk factors described in this Annual Report on Form 10-K. Any one of the factors above or the cumulative effect of several of the factors described above may result in significant fluctuations in our financial and other results of operations and may cause the market price of our common stock to decline.', 'In addition to the other risks described herein, factors that may affect our results of operations include the following: fluctuations in demand for or pricing of our platform; fluctuations in usage of our platform; 19Table of Contentsour ability to attract new customers; our ability to retain existing customers; customer expansion rates; timing, amount, and cost of our investments to expand the capacity of our public cloud providers; seasonality; investments in new features and functionality; fluctuations in customer consumption resulting from our introduction of new features or capabilities to our systems that may impact customer consumption; the timing of our customers purchases; the speed with which customers are able to migrate data onto our platform after purchasing capacity; fluctuations or delays in purchasing decisions in anticipation of new products or enhancements by us or our competitors; changes in customers budgets and in the timing of their budget cycles and purchasing decisions; our ability to control costs, including our operating expenses; the amount and timing of payment for operating expenses, particularly research and development and sales and marketing expenses, including commissions; the amount and timing of non-cash expenses, including stock-based compensation, goodwill impairments, and other non-cash charges; the amount and timing of costs associated with recruiting, training, and integrating new employees and retaining and motivating existing employees; the effects and timing of acquisitions and their integration; general economic conditions, both domestically and internationally, as well as economic conditions specifically affecting industries in which our customers and partners participate; health epidemics or pandemics, such as the coronavirus outbreak (COVID-19); the impact, or timing of our adoption, of new accounting pronouncements; changes in regulatory or legal environments that may cause us to incur, among other things, expenses associated with compliance; the overall tax rate for our business, which may be affected by the mix of income we earn in the United States and in jurisdictions with different tax rates, the effects of stock-based compensation, and the effects of changes in our business; the impact of changes in tax laws or judicial or regulatory interpretations of tax laws, which are recorded in the period such laws are enacted or interpretations are issued and may significantly affect the effective tax rate of that period; fluctuations in currency exchange rates and changes in the proportion of our revenue and expenses denominated in foreign currencies; fluctuations in the market values of our portfolio or strategic investments and in interest rates; changes in the competitive dynamics of our market, including consolidation among competitors or customers; and20Table of Contentssignificant security breaches of, technical difficulties with, or interruptions to, the delivery and use of our platform.']"
11,306,11_assurance_agreement_letter_acm,"['assurance', 'agreement', 'letter', 'acm', 'notice', 'agreements', 'term', 'action letter', 'terms', 'cfpb']","['AWS may also terminate the agreement for cause upon a material breach of the agreement, subject to AWS providing prior written notice and a 30-day cure period, and may in some cases terminate the agreement immediately for cause upon written notice.', 'The management agreement allows ACM to terminate its service to ARMOUR for any reason upon 180 days prior written notice.', 'The current no-action letter expires on November 30, 2023, unless terminated by the CFPB earlier for one of the bases provided for by the no-action letter, and we can provide no assurance that the CFPB will continue to permit us to operate under its current no-action letter policies beyond that date, or will not change its position regarding supervisory or enforcement action against us in the future.']"
12,248,12_success_new_customers_products,"['success', 'new', 'customers', 'products', 'growth', 'existing', 'continue', 'depends', 'ability', 'international']","['Successfully executing on these initiatives depends on a number of factors, including our ability to: differentiate our products, services and solutions from those of our competitors; develop, introduce and partner to bring forward new and innovative products, solutions or programs that focus on improving patient outcomes and assist in controlling costs or are in response to government regulation and the increased focus on consumer-directed products; develop and create data and analytic solutions to support and improve outcomes for our products, services and solutions, including creating and developing solutions and services through partnerships with other industry participants; grow our product portfolio, expand our addressable markets and identify and introduce the proper mix, coordination or integration of products that will be accepted by the marketplace; evaluate drugs for efficacy, value and price to assist clients in selecting a cost-effective formulary; offer cost-effective home delivery pharmacy and specialty services; access or continue accessing key drugs and successfully penetrate key treatment categories in our specialty pharmacy business; leverage purchase volume to deliver discounts to health benefit providers; attract and retain sufficient numbers of qualified employees; attract, develop and maintain collaborative relationships with a sufficient number of qualified partners; attract new and maintain existing customer and client relationships; transition health care providers from volume-based fee-for-service arrangements to a value-based system; improve medical cost competitiveness in our targeted markets; manage our medical, pharmacy, administrative and other operating costs effectively; andcontract with health care providers, pharmacy providers and pharmaceutical manufacturers on favorable terms.', 'Our success depends upon our ability to develop new products and services, integrate acquired products and services and enhance our existing products and services.', ""The success of our new products and services will depend on several factors, including our ability to: properly identify customer needs and predict future needs; innovate and develop new technologies, services and applications; appropriately allocate our research and development spending to products and services with higher growth prospects; successfully commercialize new technologies in a timely manner; manufacture and deliver new products in sufficient volumes and on time; differentiate our offerings from our competitors' offerings; price our products competitively; anticipate our competitors' development of new products, services or technological innovations; andcontrol product quality in our manufacturing process.""]"
13,170,13_million_2020_december31_december31 2020,"['million', '2020', 'december31', 'december31 2020', 'ended', 'net', '2019', '31', 'approximately', '2021']","['1 million for the years ended December31, 2020, 2019 and 2018, respectively.', '7 million for the years ended December31, 2020, 2019, and 2018, respectively.', '2 million for the years ended December31, 2020, 2019, and 2018, respectively, and as of December31, 2020, we had an accumulated deficit of $420.']"
14,165,14_export_import_policies_countries,"['export', 'import', 'policies', 'countries', 'export import', 'laws', 'compliance', 'sanctions', 'encryption', 'products']","['Any change in export or import regulations, economic sanctions or related legislation, shift in the enforcement or scope of existing regulations or change in the countries, governments, persons or technologies targeted by such regulations could result in decreased use of our products by, or in our decreased ability to export or sell our products to, existing or potential end customers with international operations or create delays in the introduction of our products into international markets.', 'Any change in export or import regulations, economic sanctions, or related legislation, increased export and import controls, or change in the countries, governments, persons, or technologies targeted by such regulations, could result in decreased use of our platform by, or in our decreased ability to export or sell our platform to, existing or potential customers with international operations.', 'Any change in export or import regulations, economic sanctions or related legislation, increased export and import controls, or change in the countries, governments, persons, or technologies targeted by such regulations, could result in decreased use of our platform by, or in our decreased ability to export or sell our products to, existing or potential end-customers with international operations.']"
15,162,15_competition_competitors_industry_competitive,"['competition', 'competitors', 'industry', 'competitive', 'greater', 'intense', 'consolidation', 'companies', 'personnel', 'resources']","['Competition for these personnel in the San Francisco Bay Area, where our headquarters are located, and in other locations where we maintain offices, is intense, especially for experienced sales professionals and for engineers experienced in designing and developing cloud applications and security software.', 'Many of the companies with which we compete for experienced personnel have greater resources than we have.', 'Many of the companies with which we compete for experienced personnel have greater resources than we have.']"
16,155,16_achieve_profitability_able_capital,"['achieve', 'profitability', 'able', 'capital', 'achieve sustain', 'future', 'benefits', 'losses', 'sustain', 'profitability future']","['We have a history of operating losses and may not achieve or sustain profitability in the future.', 'We have a history of operating losses and may not achieve or sustain profitability in the future.', 'We have a history of operating losses and may not achieve or sustain profitability in the future.']"
17,142,17_tax_changes_tax rate_effective tax,"['tax', 'changes', 'tax rate', 'effective tax', 'tax laws', 'changes tax', 'income', 'rate', 'tax rates', 'effective']","['25Table of ContentsOur effective tax rate in the future could be adversely affected by changes to our operating structure, changes in the mix of earnings in countries with differing statutory tax rates, changes in the valuation of deferred tax assets and liabilities, or changes in tax laws or in their interpretation or enforcement.', 'The Companys effective tax rates are affected by changes in the mix of earnings in countries with differing statutory tax rates, changes in the valuation of deferred tax assets and liabilities, the introduction of new taxes, or changes in tax laws or their interpretation, including in the US. and Ireland.', 'Our future effective tax rate may be affected by such factors as changes in tax laws, changes in our business or statutory rates, changes in jurisdictions in which our profits are determined to be earned and taxed, changes in available tax credits, the resolution of issues arising from tax audits, changes in United States generally accepted accounting principles, adjustments to income taxes upon finalization of tax returns, increases in expenses not deductible for tax purposes, changes in the valuation of our deferred tax assets and liabilities and in deferred tax valuation allowances, changing interpretation of existing laws or regulations, the impact of accounting for stock-based compensation and the recognition of excess tax benefits and tax deficiencies within the income tax provision in the period in which they occur, the impact of accounting for business combinations, shifts in the amount of earnings in the United States compared with other regions in the world and overall levels of income before tax, changes in the domestic or international organization of our business and structure, as well as the expiration of statute of limitations and settlements of audits.']"
18,136,18_eu_european_transfer_transfers,"['eu', 'european', 'transfer', 'transfers', 'data', 'personal', 'privacy shield', 'shield', 'personal data', 'united']","['For example, in 2016, the European Union and United States agreed to a transfer framework for data transferred from the European Union to the United States, called the Privacy Shield, but the Privacy Shield was invalidated in July 2020 by the Court of Justice of the European Union (CJEU).', 'As discussed in greater detail above in our risk factors, in July 2020, the CJEU invalidated the US.-EU Privacy Shield, and this decision may result in European data protection regulators applying differing standards for, and requiring ad hoc verification of, transfers of personal data from the European Union to the United States.', 'Following the CJEU decision, the European Data Protection Board (EDPB) issued draft recommendations on the standards to be met for transfers of personal data from the European Union to the United States.']"
19,135,19_personnel_employees_retain_key,"['personnel', 'employees', 'retain', 'key', 'qualified', 'hire', 'working', 'attract', 'sales personnel', 'culture']","['We rely on our management team and need additional personnel to grow our business, and the loss of one or more key officers, employees, contractors and other service providers or our inability to attract and retain qualified personnel could harm our business, financial condition or results of operations.', 'We rely on highly skilled personnel and, if we are unable to retain or motivate key personnel, hire qualified personnel, or maintain our corporate culture, we may not be able to grow effectively.', 'We rely on our key technical, sales, and management personnel to grow our business, and the loss of one or more key employees or the inability to attract and retain qualified personnel could harm our business.']"
20,133,20_information_secrets_trade secrets_proprietary,"['information', 'secrets', 'trade secrets', 'proprietary', 'confidential', 'sensitive', 'trade', 'personal', 'personal information', 'agreements']","['In addition, our trade secrets or other proprietary information may otherwise become known or be independently developed by competitors.', 'Confidentiality agreements with our employees, licensees, independent contractors and others may not effectively prevent disclosure of our trade secrets, and may not provide an adequate remedy in the event of unauthorized use or disclosure of our trade secrets.', 'The assignment agreements we enter into with our employees and consultants to assign their inventions to us, and the confidentiality agreements we enter into with our employees, consultants, advisors, and any third parties who have access to our proprietary know-how, information, or technology may not have been duly executed and we cannot assure that our trade secrets and other confidential proprietary information will not be disclosed or that competitors will not otherwise gain access to our trade secrets or independently develop substantially equivalent information and techniques.']"
21,125,21_difficult_limited operating_operating history_sales,"['difficult', 'limited operating', 'operating history', 'sales', 'history', 'predict', 'forecast', 'cycle', 'cycles', 'makes difficult']","['Risks Related to Our Business and OperationsWe have a limited operating history, which makes it difficult to forecast our future results of operations.', 'We have a limited operating history, which makes it difficult to forecast our future results of operations.', 'We have a limited operating history, which makes it difficult to forecast our future results of operations.']"
22,123,22_directors_board directors_stock_class,"['directors', 'board directors', 'stock', 'class', 'board', 'voting', 'common stock', 'common', 'shares', 'stockholders']","['Our amended and restated certificate of incorporation and amended and restated bylaws include provisions that: authorize our board of directors to issue, without further action by the stockholders, shares of undesignated preferred stock with terms, rights, and preferences determined by our board of directors that may be senior to our ClassA common stock; require that any action to be taken by our stockholders be effected at a duly called annual or special meeting and not by written consent; specify that special meetings of our stockholders can be called only by our board of directors, the chairperson of our board of directors, or our chief executive officer; establish an advance notice procedure for stockholder proposals to be brought before an annual meeting, including proposed nominations of persons for election to our board of directors; establish that our board of directors is divided into three classes, with each class serving three-year staggered terms; prohibit cumulative voting in the election of directors; provide that our directors may be removed for cause only upon the vote of at least 66 2/3% of our outstanding shares of voting stock; provide that vacancies on our board of directors may be filled only by a majority of directors then in office, even though less than a quorum; and require the approval of our board of directors or the holders of at least 66 2/3% of our outstanding shares of voting stock to amend our bylaws and certain provisions of our certificate of incorporation.', 'These provisions include: our dual class common stock structure, which provides our holders of ClassB common stock with the ability to significantly influence the outcome of matters requiring stockholder approval, even if they own significantly less than a majority of the shares of our outstanding ClassA and ClassB common stock; a classified board of directors with three-year staggered terms, which could delay the ability of stockholders to change the membership of a majority of our board of directors; the ability of our board of directors to issue shares of preferred stock and to determine the price and other terms of those shares, including preferences and voting rights, without stockholder approval, which could be used to significantly dilute the ownership of a hostile acquirer; the exclusive right of our board of directors to elect a director to fill a vacancy created by the expansion of our board of directors or the resignation, death or removal of a director, which prevents stockholders from being able to fill vacancies on our board of directors; a prohibition on stockholder action by written consent, which forces stockholder action to be taken at an annual or special meeting of our stockholders, which prohibition will take effect on the first date on which the number of outstanding shares of our ClassB common stock represents less than 10% of the aggregate number of outstanding shares of our ClassA common stock and our ClassB common stock, taken together as a single class; the requirement that a special meeting of stockholders may be called only by the chairperson of our board of directors, chief executive officer or by the board of directors acting pursuant to a resolution adopted by a majority of our board of directors, which could delay the ability of our stockholders to force consideration of a proposal or to take action, including the removal of directors; certain amendments to our amended and restated certificate of incorporation require the approval of two-thirds of the then-outstanding voting power of our capital stock; and45Table of Contentsadvance notice procedures with which stockholders must comply to nominate candidates to our board of directors or to propose matters to be acted upon at a stockholders meeting, which may discourage or deter a potential acquirer from conducting a solicitation of proxies to elect the acquirers own slate of directors or otherwise attempting to obtain control of us.', 'In addition, our amended and restated certificate of incorporation and amended and restated bylaws contain provisions that may make the acquisition of our company more difficult, including the following: any amendments to our amended and restated certificate of incorporation require the approval of at least a majority of the voting power of the outstanding shares of our ClassA common stock and ClassB common stock; our amended and restated bylaws provide that approval of the holders of at least a majority of the voting power of the outstanding shares of our Class A common stock and Class B common stock voting as a single class is required for stockholders to amend or adopt any provision of our bylaws; 57Table of Contentsour multi-class common stock structure and the Voting Agreement, which provide Tony Xu with the ability to determine or significantly influence the outcome of matters requiring stockholder approval, even if they own significantly less than a majority of the shares of our outstanding Class A common stock, ClassB common stock, and Class C common stock; our board of directors is classified into three classes of directors with staggered three-year terms and directors are only able to be removed from office for cause; until the first date on which the outstanding shares of our Class B common stock represent less than a majority of the total combined voting power of our Class A common stock and our Class B common stock, or the Voting Threshold Date, our stockholders will only be able to take action by written consent if such action is first recommended or approved by our board of directors; after the Voting Threshold Date, our stockholders will only be able to take action at a meeting of stockholders and will not be able to take action by written consent for any matter; our amended and restated certificate of incorporation does not provide for cumulative voting; vacancies on our board of directors will be able to be filled only by our board of directors and not by stockholders; a special meeting of our stockholders may only be called by the chairperson of our board of directors, our Chief Executive Officer, our President, or a majority of our board of directors; certain litigation against us can only be brought in Delaware; our amended and restated certificate of incorporation authorizes undesignated preferred stock, the terms of which may be established and shares of which may be issued without further action by our stockholders; andadvance notice procedures apply for stockholders to nominate candidates for election as directors or to bring matters before an annual meeting of stockholders.']"
23,122,23_acquisitions_continue_investments_invest,"['acquisitions', 'continue', 'investments', 'invest', 'strategy', 'technologies', 'continue make', 'strategic', 'make', 'acquire']","['We intend to continue to make investments to support our business, which may require us to engage in equity or debt financings to secure additional funds.', 'We intend to continue to make investments to support our business, which may require us to engage in equity or debt financings to secure additional funds.', 'As part of our business strategy, we have made and intend to continue to make acquisitions to add specialized employees and complementary companies, products, or technologies, and from time to time may enter into other strategic transactions such as investments and joint ventures.']"
24,120,24_clinical_studies_approval_product candidates,"['clinical', 'studies', 'approval', 'product candidates', 'candidates', 'product', 'clinical studies', 'drug', 'patients', 'gene']","['Difficulty in enrolling patients could delay or prevent clinical studies of our product candidates.', 'Serious adverse events in our clinical trials, or other clinical trials involving gene therapy products, particularly AAV gene therapy products such as candidates based on the same capsid serotypes as our product candidates, or occurring during use of our competitors products, even if not ultimately attributable to the relevant product candidates, and the resulting publicity, could result in increased government regulation, unfavorable public perception, potential regulatory delays in the testing or approval of our gene therapy product candidates, stricter labeling requirements for those gene therapy product candidates that are approved and a decrease in demand for any such gene therapy product candidates, all of which would have an adverse effect on our business, financial condition, results of operations and prospects.', 'Applications for our product candidates could fail to receive regulatory approval, or could be delayed in receiving regulatory approval, for many reasons, including but not limited to the following: regulatory authorities may disagree with the design, implementation, or conduct of our clinical studies; regulatory authorities may change their guidance or requirements for a development program for a product candidate; the population studied in the clinical program may not be sufficiently broad or representative to assure efficacy and safety in the full population for which we seek approval; regulatory authorities may disagree with our interpretation of data from nonclinical studies or clinical studies; the data collected from clinical studies of our product candidates may not be sufficient to support the submission of an NDA, or biologics license application, or BLA, or other submission or to obtain regulatory approval; we may be unable to demonstrate to regulatory authorities that a product candidates risk-benefit ratio for its proposed indication is acceptable; regulatory authorities may fail to approve the manufacturing processes, test procedures and specifications, or facilities used to manufacture our clinical and commercial supplies; the US. government may be shut down, which could delay the FDA; failure of our nonclinical or clinical development to comply with an agreed upon Pediatric Investigational Plan (PIP), which details the designs and completion timelines for nonclinical and clinical studies and is a condition of marketing authorization in the EU; and 35 the approval policies or regulations of regulatory authorities may significantly change in a manner rendering our clinical data insufficient for approval.']"
25,116,25_security_assurance_predict_measures,"['security', 'assurance', 'predict', 'measures', 'detect', 'cyber', 'breaches', 'prevent', 'security breaches', 'able']","['We have implemented processes, procedures and internal controls designed to mitigate cybersecurity risks and cyber intrusions and rely on securities measures and technology to securely maintain confidential and proprietary information maintained on our information systems; however, these measures, as well as our increased awareness of the nature and extent of a risk of a cyber-incident, do not guarantee that a cyber-incident will not occur and/or that our financial results, operations or confidential information will not be negatively impacted by such an incident, especially because the cyber-incident techniques change frequently or are not recognized until launched and because cyber-incidents can originate from a wide variety of sources.', 'While we have developed and implemented security measures and internal controls designed to protect against cyber and other security threats, such measures cannot provide absolute security and may not be successful in preventing future security breaches.', 'While we have implemented security measures internally and have integrated security measures into our network and products, these measures may not function as expected and may not detect or prevent all unauthorized activity, prevent all security breaches, mitigate all security breaches, or protect against all attacks or incidents.']"
26,113,26_pricing_prices_free_lower,"['pricing', 'prices', 'free', 'lower', 'offer', 'competitors', 'price controls', 'price', 'offerings', 'cost']","['Additionally, many of our competitors are well capitalized and offer discounted services, lower merchant commission rates and consumer fees, incentives for independent contractors who provide delivery services and consumer discounts and promotions, innovative platforms and offerings, and alternative pay models, which may be more attractive than those that we offer.', 'In addition, competitors who have a greater presence in some of the lower-cost markets in which we compete, or who can obtain better pricing, more favorable contractual terms and conditions, and/or more favorable allocations of products and components during periods of limited supply, may be able to offer lower prices than we are able to offer.', 'If our competitors offer deep discounts on certain products or services or develop products that the marketplace considers more valuable, we may need to lower prices, introduce pricing models and offerings that are less favorable to us, or offer other favorable terms in order to compete successfully.']"
27,112,27_currency_foreign currency_foreign_dollar,"['currency', 'foreign currency', 'foreign', 'dollar', 'currencies', 'exchange', 'exchange rates', 'currency exchange', 'fluctuations', 'hedging']","['These operating expenses are denominated in foreign currencies and are subject to fluctuations due to changes in foreign currency exchange rates.', 'These operating expenses are denominated in foreign currencies and are subject to fluctuations due to changes in foreign currency exchange rates.', 'Further, a portion of our operating expenses is incurred outside the US., is denominated in foreign currencies and is subject to fluctuations due to changes in foreign currency exchange rates.']"
28,107,28_data_privacy_data protection_protection,"['data', 'privacy', 'data protection', 'protection', 'gdpr', 'regulation', 'personal', 'general data', 'laws', 'regulation gdpr']","['Further, the European General Data Protection Regulation (the GDPR) came into effect in May 2018.', 'For example, the European Union adopted the General Data Protection Regulation, or GDPR, which required companies to meet requirements effective as of May 2018 regarding the handling of personal data, including its use, protection and the ability of persons whose data is stored to access, correct and delete such data about themselves.', 'For example, the EU has implemented the General Data Protection Regulation (GDPR).']"
29,106,29_forum_court_district_amended,"['forum', 'court', 'district', 'amended', 'amended restated', 'delaware', 'restated', 'exclusive forum', 'exclusive', 'asserting']","['Our amended and restated bylaws provide that, unless we consent in writing to the selection of an alternative forum, to the fullest extent permitted by law, the sole and exclusive forum for (i) any derivative action or proceeding brought on our behalf, (ii) any action asserting a claim of breach of a fiduciary duty owed by any of our directors, officers, or other employees to us or our stockholders, (iii) any action arising pursuant to any provision of the Delaware General Corporation Law, our amended and restated certificate of incorporation, or our amended and restated bylaws, or (iv) any other action asserting a claim that is governed by the internal affairs doctrine shall be the Court of Chancery of the State of Delaware (or, if the Court of Chancery does not have jurisdiction, the federal 75district court for the District of Delaware), in all cases subject to the court having jurisdiction over indispensable parties named as defendants.', 'Our amended and restated bylaws provide that the Court of Chancery of the State of Delaware is the exclusive forum for the following types of actions or proceedings under Delaware statutory or common law: (i)any derivative action or proceeding brought on our behalf; (ii)any action asserting a claim of breach of a fiduciary duty owed by any of our directors, officers, or other employees to us or our stockholders; (iii)any action arising pursuant to any provision of the Delaware General Corporation Law, our amended and restated certificate of incorporation or our amended and restated bylaws; or (iv)any other action asserting a claim that is governed by the internal affairs doctrine shall be the Court of Chancery of the State of Delaware (or, if the Court of Chancery does not have jurisdiction, the federal district court for the District of Delaware), in all cases subject to the court having jurisdiction over indispensable parties named as defendants.', 'Our amended and restated bylaws provide that, unless we consent in writing to the selection of an alternative forum, to the fullest extent permitted by law, the sole and exclusive forum for (i)any derivative action or proceeding brought on our behalf, (ii)any action asserting a claim of breach of a fiduciary duty owed by any of our directors, officers, or other employees to us or our stockholders, (iii)any action arising pursuant to any provision of the Delaware General Corporation Law, our amended and restated certificate of incorporation, or our amended and restated bylaws, or (iv)any other action asserting a claim that is governed by the internal affairs doctrine shall be the Court of Chancery of the State of Delaware (or, if the Court of Chancery does not have jurisdiction, the federal district court for the District of Delaware), in all cases subject to the court having jurisdiction over indispensable parties named as defendants.']"
30,104,30_dividends_cash dividends_repurchase_repurchase program,"['dividends', 'cash dividends', 'repurchase', 'repurchase program', 'pay dividends', 'dividend', 'program', 'pay', 'dividends foreseeable', 'foreseeable future']","['We currently intend to retain any future earnings to finance the operation and expansion of our business and fund our share repurchase program, and we do not expect to declare or pay any cash dividends in the foreseeable future.', 'We have never declared or paid any cash dividends on our capital stock, and we do not intend to pay any cash dividends in the foreseeable future.', 'We have never declared or paid any cash dividends on our capital stock, and we do not intend to pay any cash dividends in the foreseeable future.']"
31,102,31_taxes_jurisdictions_tax_collect,"['taxes', 'jurisdictions', 'tax', 'collect', 'tax laws', 'sales use', 'foreign jurisdictions', 'income', 'states', 'value added']","['As a multinational corporation, we are subject to income taxes as well as non-income based taxes, such as payroll, sales, use, value-added, net worth, property and goods and services taxes, in both the United States and various foreign jurisdictions.', 'A successful assertion by one or more tax authorities requiring us to collect taxes in jurisdictions in which we do not currently do so or to collect additional taxes in a jurisdiction in which we currently collect taxes, could result in substantial tax liabilities, including taxes on past sales, as well as penalties and interest, could harm our business, financial condition and results of operations.', 'We are subject to income taxes as well as non-income-based taxes, such as payroll, sales, use, value-added, property, and goods and services taxes, in both the United States and various foreign jurisdictions.']"
32,101,32_revenue_approximately_derived_portion,"['revenue', 'approximately', 'derived', 'portion', 'revenues', 'outside', 'sales', 'year', 'accounted', 'portion revenue']","['During the year ended December 31, 2020, two customers accounted for approximately $1, 012, 000 and $1, 005, 000 of our revenue, or approximately 47% and 46%, respectively.', 'During the year ended December 31, 2020, approximately 51% of our revenue was derived from solutions provided to US. P&C primary insurers.', 'Revenue from sales outside of the United States accounted for 81% of total revenue for fiscal year 2021, 92% for fiscal year 2020 and 87% for fiscal year 2019.']"
