Topic,Count,Representation,ESG_Categories
416,19,"['control financial', 'internal control', 'financial reporting', 'material weaknesses', 'weaknesses', 'internal', 'reporting', 'effective internal', 'weaknesses internal', '404', 'section 404', 'effectiveness internal']",['Governance']
461,17,"['cyber', 'cybersecurity', 'breaches', 'lead loss', 'networks systems', 'cyber attacks', 'confidential information', 'attacks', 'incident', 'malicious', 'business causing', 'compromise intellectual']",['Governance']
463,17,"['beps', 'international tax', 'long standing', 'tax principles', 'oecd', 'standing', 'cross border', 'border', 'base erosion', 'erosion', 'changes numerous', 'beps project']",['Environmental']
478,17,"['procedures designed', 'policies procedures', 'designed ensure', 'ensure compliance', 'implemented policies', 'compliance laws', 'designed', 'procedures', 'comply laws', 'ensure', 'order comply', 'compliance']",['Governance']
502,17,"['performance performance', 'performance', 'prescribe', 'technical performance', 'new ones', 'films', 'sustainability', 'replaced', 'replace', 'home', 'music', 'ones']",['Environmental']
503,17,"['consultants', 'appointed', 'dr', 'education', 'employees consultants', 'experts', 'evaluation', 'perform', 'independent', 'providers', 'marketing', 'employees']",['Social']
511,16,"['data protection', 'gdpr', 'significant limitations', 'regulations impose', 'impose significant', 'protection', 'protection laws', 'security data', 'penalties', 'fines', 'passed', 'data']",['Governance']
522,16,"['environmental laws', 'environmental', 'air water', 'climate change', 'climate', 'environmental legislation', 'air', 'water', 'concerns regarding', 'enacted response', 'policies laws', 'laws federal']",['Environmental']
523,16,"['issues', 'scientific', 'matters', 'human rights', 'need address', 'scientific issues', 'similar issues', 'matters issues', 'concerns', 'concern', 'address', 'considerations']",['Social']
526,16,"['goods', 'produce', 'waste', 'items', 'certain', '', '', '', '', '', '', '']",['Environmental']
528,16,"['procedures controls', 'controls', 'controls procedures', 'control controls', 'subject controls', 'controllers', 'procedures', 'control company', 'control control', 'oversight', 'active', 'profits']",['Governance']
530,16,"['directors', 'including election', 'board', 'board directors', 'staggered', 'class director', 'director', 'vacancies board', 'election', 'vacancies', 'election directors', 'classified']",['Governance']
553,15,"['reporting', 'report', 'contained report', 'information contained', 'reported', 'properly recorded', 'transactions properly', 'followed', 'issued report', 'assurance respect', 'systems procedures', 'findings']",['Governance']
608,14,"['debt securities', 'securities issue', 'equity linked', 'equity', 'equity securities', 'future offerings', 'linked', 'securities', 'method accounting', 'equity convertible', 'acquired funds', 'securities equity']",['Social']
622,13,"['erisa', '4975', 'erisa section', 'section 4975', '4975 code', 'funds accounts', 'fiduciary', 'prohibited transaction', 'responsibility', 'subject fiduciary', 'covered person', 'plan assets']",['Governance']
624,13,"['export', 'export controls', 'import', 'import export', 'export import', 'export control', 'compliance', 'administration regulations', 'compliance trade', 'export requirements', 'export administration', 'controls disrupt']",['Governance']
629,13,"['protection data', 'data protection', 'protection', 'privacy data', 'data', 'protection including', 'respect privacy', 'protection personal', 'protection privacy', 'including respect', 'privacy', 'personal information']",['Governance']
675,12,"['privacy privacy', 'privacy', 'particularly areas', 'customer privacy', 'privacy including', 'personal privacy', 'privacy shield', 'privacy personal', 'shield', 'called', 'areas', 'apply']",['Governance']
692,12,"['renewable', 'energy', 'electricity', 'consumption', 'power', 'power energy', 'forms energy', 'wind', 'products linde', 'energy sources', 'infrastructure energy', 'subsidies']",['Environmental']
696,12,"['compliance compliance', 'compliance', 'comply public', 'comply international', 'public statements', 'institutions required', 'subject compliance', 'complex foreign', 'variety international', 'foreign financial', 'broadly', 'designed ensure']",['Governance']
701,12,"['special', 'meeting stockholders', 'meetings', 'special meetings', 'meeting', 'meetings stockholders', 'called', 'stockholders', 'annual special', 'board directors', 'board', 'prohibit stockholders']",['Governance']
711,12,"['incentives', 'various forms', 'granting agencies', 'incentives various', 'qualify incentives', 'differs', 'financial incentives', 'market development', 'incentive arrangements', 'energy efficiency', 'typically provide', 'advertising market']",['Environmental']
732,11,"['compliance compliance', 'compliance', 'regulatory compliance', 'required implement', 'compliance environmental', 'compliance programs', 'compliance policies', 'despite implementation', 'compliance matters', 'environmental compliance', 'compliance regulatory', 'uniform']",['Governance']
805,10,"['train', 'training', '', '', '', '', '', '', '', '', '', '']",['Social']
812,10,"['public health', 'health', 'health issues', 'public', 'political issues', 'issues', 'canada', 'major', 'political', '', '', '']",['Social']
855,9,"['financial reporting', 'reporting financial', 'reporting', 'financial strength', 'include financial', 'systems financial', 'evolve financial', 'timeliness', 'time cost', 'reporting systems', 'rating agencies', 'transparency']",['Governance']
859,9,"['speculation', 'press', 'investment community', 'community', 'strategic position', 'content consumers', 'analyst', 'result new', 'sentiment', 'news', 'position', 'strategic']",['Social']
860,9,"['community', 'investors', 'investors increasing', 'investing', 'investors investment', 'increasing demands', 'investors investors', 'companies individuals', 'possess', 'investors securities', 'gses', 'investment community']",['Social']
878,9,"['ability sell', 'sell products', 'expand network', 'distributions ability', 'payments ability', 'network ability', 'mechanism', 'partner network', 'contents ability', 'sustainability', 'named patient', '17table contents']",['Environmental']
886,9,"['cybersecurity', 'cybersecurity measures', 'cyber risks', 'conduct periodic', 'engage parties', 'cybersecurity environment', 'cybersecurity incident', 'parties conduct', 'cybersecurity data', 'company data', 'oversee', 'penetration']",['Governance']
912,8,"['change control', 'prevent change', 'control influence', 'circumvention', 'control', 'change', 'prevent', 'control control', 'ibm', 'influence', 'controls', 'including']",['Governance']
978,7,"['earnings cash', 'variable', 'cash flow', 'flow', 'earnings', 'revenue income', 'variability revenue', 'earnings earnings', 'sustainability', 'quarter year', 'cash', 'year year']",['Environmental']
987,7,"['founder', 'member board', 'officer founder', 'founder chief', 'chief', 'officer', 'member', 'board directors', 'board', 'directors', 'development', '']",['Governance']
1009,7,"['antitrust', 'anti competition', 'subject antitrust', 'including antitrust', 'matters subject', 'sanctions imposed', 'anti', 'competition', 'imposed', 'sanctions', 'regulations', 'matters']",['Governance']
1047,6,"['compensation', 'remuneration', 'ability transact', 'competitive compensation', 'compensation package', 'transact business', 'rules relating', 'including relating', 'personnel ability', 'transact', 'provide competitive', 'compensation committee']",['Governance']
1049,6,"['internal controls', 'design internal', 'internal', 'control systems', 'systems efforts', 'controls design', 'efforts improve', 'controls', 'improve internal', 'business needs', 'keeping', 'ongoing']",['Governance']
