Topic,Count,Name,Representation,Representative_Docs
9,100,9_insurance_coverage_insurance coverage_cover,"['insurance', 'coverage', 'insurance coverage', 'cover', 'continue available', 'losses', 'liability insurance', 'insurer', 'future claim', 'deny', 'adequate', 'insure']","['While we carry cyber insurance, we cannot be certain that our coverage will be adequate for liabilities actually incurred, that insurance will continue to be available to us on economically reasonable terms, or at all, or that any insurer will not deny coverage as to any future claim.', 'In addition, while we maintain insurance policies that may cover certain liabilities in connection with a cybersecurity incident, we cannot be certain that our insurance coverage will be adequate for liabilities actually incurred, that insurance will continue to be available to us on commercially reasonable terms, or at all, or that any insurer will not deny coverage as to any future claim.', 'While we maintain insurance relating to our warranty, we cannot be certain that our insurance coverage will be adequate to cover such claims, that such insurance will continue to be available to us on commercially reasonable terms, or at all, or that any insurer will not deny coverage as to any claim.']"
10,98,10_falcon_threat_agent_graph,"['falcon', 'threat', 'agent', 'graph', 'endpoint', 'cloud', 'detection', 'real time', 'workload', 'falcon platform', 'hunting', 'threat intelligence']","['Falcon Identity Threat DetectionIdentity Threat Detection.', 'With the lightweight agent installed on each endpoint or cloud workload, our Falcon platform automates detection and prevention capabilities in real time across our entire global customer base.', 'We empower customers to rapidly deploy and scale cloud workload security, next-generation antivirus, endpoint detection and response (EDR), device control, host firewall management, vulnerability management, forensic analysis, IT hygiene, threat hunting, identity protection, log management, automated threat intelligence, and Extended Detection and Response (XDR) from a single platform.']"
11,94,11_publicity_negative_reputation_negative publicity,"['publicity', 'negative', 'reputation', 'negative publicity', 'media', 'damage reputation', 'media coverage', 'reputation brand', 'brand', 'damage', 'affect reputation', 'objectionable']","['Further, any negative publicity related to the foregoing, whether such incident occurred on our platform or on our competitors platforms, could adversely affect our reputation and brand or public perception of our industry as a whole, which could negatively affect demand for platforms like ours, and potentially lead to increased regulatory or litigation exposure.', 'In addition, negative publicity related to key brands or influencers that we have partnered with may damage our reputation, even if the publicity is not directly related to us.', 'Negative perception of our platform or company may harm our reputation, brand, and local network effects, including as a result of: complaints or negative publicity about us, our platform, services or items provided through our platform, Dashers, merchants, consumers, or our policies and guidelines, including Dasher pay; missing or incorrect items, inaccurate orders, or cancelled orders; fraud; illegal, negligent, reckless, or otherwise inappropriate behavior by users or third parties; food tampering or inappropriate or unsanitary food preparation, handling, or delivery; a pandemic or an outbreak of disease, such as the COVID-19 pandemic, in which constituencies of our network become infected; a failure to provide Dashers with a sufficient level of orders or to pay Dashers competitively; a failure to offer consumers competitive pricing and delivery times; a failure to provide a range of delivery options sought by consumers; a failure to provide environmentally friendly delivery and packaging options; actual or perceived disruptions to or defects in our platform or similar incidents, such as privacy or data security breaches or other security incidents, site outages, payment disruptions, or other incidents that impact the reliability of our services; litigation over, or investigations by regulators into, our platform; users lack of awareness of, or compliance with, our policies; changes to our policies that users or others perceive as overly restrictive, unclear, inconsistent with our values or mission, or not clearly articulated; a failure to comply with legal, tax, privacy, and regulatory requirements; changes to our practices with respect to collection and use of consumer, merchant and Dasher data; a failure to enforce our policies in a manner that users perceive as effective, fair, and transparent; a failure to operate our business in a way that is consistent with our values and mission; inadequate or unsatisfactory user support experiences; illegal or otherwise inappropriate behavior by our management team or other employees or contractors; negative responses by merchants, consumers, or Dashers to new services on our platform; a failure to register and prevent misappropriation of our trademarks; perception of our treatment of employees, merchants, consumers, and Dashers and our response to employee, merchant, consumer, and Dasher sentiment related to political or social causes or actions of management; orany of the foregoing with respect to our competitors, to the extent such resulting negative perception affects the publics perception of us or our industry as a whole.']"
12,93,12_breaches_security_breach_reputation,"['breaches', 'security', 'breach', 'reputation', 'damage', 'perceived', 'systems', 'security breaches', 'confidential', 'actual perceived', 'networks', 'data']","['Actual or perceived breaches or other security incidents from these or other causes could lead to claims and litigation, indemnity obligations, regulatory audits, proceedings, and investigations and significant legal fees, significant costs for remediation, the expenditure of significant financial resources in efforts to analyze, correct, eliminate, remediate, or work around errors or defects, to address and eliminate vulnerabilities, and to address any applicable legal or contractual obligations relating to any actual or perceived security breach or incident.', ""Unauthorized access to, other security breaches of, or security incidents affecting, systems, networks, and data used in our business, including those of our vendors, contractors, or those with which we have strategic relationships, even if not resulting in an actual or perceived introduction of ransomware, malware, or other malicious code or other actual or perceived breach of our customers networks, systems, or data, could result in the loss, compromise, corruption or other unavailability of data, disruptions to our and our customers' products, systems, networks, and operations, loss of business, reputational damage adversely affecting customer or investor confidence, regulatory investigations and orders, litigation, indemnity obligations, damages for contract breach, penalties for violation of applicable laws or regulations, significant costs for remediation, and other liabilities."", 'Any real or perceived flaws in our network, or any actual or perceived security breaches of, or security incidents impacting, our customers, could result in: 39Table of contentsa loss of existing or potential customers or channel partners; delayed or lost sales and harm to our financial condition and results of operations; a delay in attaining, or the failure to attain, market acceptance of our products; the expenditure of significant financial resources in efforts to analyze, correct, eliminate, remediate, or work around errors or defects, to address and eliminate vulnerabilities, and to address any applicable legal or contractual obligations relating to any actual or perceived security breach or incident; negative publicity and damage to our reputation and brand; andlegal claims and demands (including for stolen assets or information, repair of system damages, and compensation to customers and business partners), litigation, regulatory audits, proceedings or investigations, and other liability.']"
13,91,13_clinical_studies_clinical studies_patients,"['clinical', 'studies', 'clinical studies', 'patients', 'product candidates', 'candidates', 'approval', 'study', 'therapy', 'gene therapy', 'gene', 'trials']","['A failure of one or more clinical studies can occur at any stage of testing, and our future clinical studies may not be successful.', 'Applications for our product candidates could fail to receive regulatory approval, or could be delayed in receiving regulatory approval, for many reasons, including but not limited to the following: regulatory authorities may disagree with the design, implementation, or conduct of our clinical studies; regulatory authorities may change their guidance or requirements for a development program for a product candidate; the population studied in the clinical program may not be sufficiently broad or representative to assure efficacy and safety in the full population for which we seek approval; regulatory authorities may disagree with our interpretation of data from nonclinical studies or clinical studies; the data collected from clinical studies of our product candidates may not be sufficient to support the submission of an NDA, or biologics license application, or BLA, or other submission or to obtain regulatory approval; we may be unable to demonstrate to regulatory authorities that a product candidates risk-benefit ratio for its proposed indication is acceptable; regulatory authorities may fail to approve the manufacturing processes, test procedures and specifications, or facilities used to manufacture our clinical and commercial supplies; the US. government may be shut down, which could delay the FDA; the FDA may be delayed in responding to our applications or submissions due to competing priorities or limited resources, including as a result of the COVID-19 pandemic; failure of our nonclinical or clinical development to comply with an agreed upon Pediatric Investigational Plan (PIP), which details the designs and completion timelines for nonclinical and clinical studies and is a condition of marketing authorization in the EU; and the approval policies or regulations of regulatory authorities may significantly change in a manner rendering our clinical data insufficient for approval.', 'Scenarios that can prevent successful or timely completion of clinical development include but are not limited to: delays or failures in generating sufficient preclinical, toxicology, or other in vivo or in vitro data to support the initiation or continuation of human clinical studies or filings for regulatory approval; failure to demonstrate a starting dose for our product candidates in the clinic that might be reasonably expected to result in a clinical benefit; delays or failures in developing gene therapy, messenger RNA (mRNA), DNA, small interfering RNA (siRNA) or other novel and complex product candidates, which are expensive and difficult to develop and manufacture; delays resulting from a shutdown, or uncertainty surrounding the potential for future shutdowns of the US. government, including the FDA; delays or failures in reaching a consensus with regulatory agencies on study design; delays in reaching agreement on acceptable terms with contract research organizations, or CROs, clinical study sites, and other clinical trial-related vendors; failure or delays in obtaining required regulatory agency approval and/or IRB or EC approval at each clinical study site or in certain countries; failure to correctly design clinical studies which may result in those studies failing to meet their endpoints or the expectations of regulatory agencies; changes in clinical study design or development strategy resulting in delays related to obtaining approvals from IRBs or ECs and/or regulatory agencies to proceed with clinical studies; imposition of a clinical hold by regulatory agencies after review of an IND application or amendment, another equivalent application or amendment, or an inspection of our clinical study operations or study sites; delays in recruiting suitable patients to participate in our clinical studies; difficulty collaborating with patient groups and investigators; failure by our CROs, other third parties, or us to adhere to clinical study requirements; failure to perform in accordance with the FDAs and/or ICHs good clinical practices requirements or applicable regulatory guidelines in other countries; 33 delays in patients completion of studies or their returns for post-treatment follow-up; patients dropping out of a study; adverse events associated with the product candidate occurring that are viewed to outweigh its potential benefits; changes in regulatory requirements and guidance that require amending or submitting new clinical protocols; greater than anticipated costs associated with clinical studies of our drug candidates, including as a result of hyperinflation; clinical studies of our drug candidates producing negative or inconclusive results, which may result in us deciding, or regulators requiring us, to conduct additional clinical or nonclinical studies or to abandon drug development programs; competing clinical studies of potential alternative product candidates or investigator-sponsored studies of our product candidates; and delays in manufacturing, testing, releasing, validating, or importing/exporting sufficient stable quantities of our product candidates for use in clinical studies or the inability to do any of the foregoing.']"
14,88,14_prices_gross_inventory_excess,"['prices', 'gross', 'inventory', 'excess', 'selling prices', 'prices products', 'margins', 'average selling', 'write', 'sales prices', 'gross margins', 'obsolete']","['The sales prices of our products and services may decrease, which may reduce our gross profits and adversely affect our results of operations.', 'If we ultimately determine that we have excess inventory, we may have to reduce our prices and write down inventory, which in turn could result in lower gross margins.', 'If we ultimately determine that we have excess inventory or obsolete inventory, we may have to reduce our prices and write down inventory to its estimated realizable value, which in turn could result in lower gross margins.']"
15,83,15_compliance_compliance costs_financial compliance_costs make,"['compliance', 'compliance costs', 'financial compliance', 'costs make', 'consuming costly', 'costs', 'systems resources', 'regulations', 'activities difficult', 'increase legal', 'difficult time', 'comply']","['We expect that the requirements of these rules and regulations will continue to increase our legal, accounting, and financial compliance costs, make some activities more difficult, time-consuming, and costly, and place significant strain on our personnel, systems, and resources.', 'We expect that the requirements of these rules and regulations will continue to increase our legal, accounting, and financial compliance costs, make some activities more difficult, time-consuming, and costly, and place significant strain on our personnel, systems, and resources.', 'We expect that the requirements of these rules and regulations will continue to increase our legal, accounting, and financial compliance costs, make some activities more difficult, time-consuming, and costly, and place significant strain on our personnel, systems, and resources.']"
16,82,16_international_foreign_international operations_political,"['international', 'foreign', 'international operations', 'political', 'local', 'risks', 'countries', 'managing', 'exchange', 'economic', 'doing business', 'corrupt']","['Our current and future international business and operations involve a variety of risks, including: slower than anticipated availability and adoption of cloud and hybrid IT infrastructures by international businesses; changes in a specific countrys or regions political or economic conditions; the need to adapt and localize our products for specific countries; greater difficulty collecting accounts receivable and longer payment cycles; potential changes in trade relations, regulations, or laws; unexpected changes in laws, regulatory requirements, or tax laws; more stringent regulations relating to privacy and data security and the unauthorized use of, or access to, commercial and personal information, particularly in Europe and the United Kingdom; differing and potentially more onerous labor regulations, especially in Europe, where labor laws are generally more advantageous to employees as compared to the United States, including deemed hourly wage and overtime regulations in these locations; challenges inherent in efficiently managing, and the increased costs associated with, an increased number of employees over large geographic distances, including the need to implement appropriate systems, policies, benefits, and compliance programs that are specific to each jurisdiction; potential changes in laws, regulations and costs affecting our U. K. operations and local employees due to Brexit; difficulties in managing a business in new markets with diverse cultures, languages, customs, legal systems, alternative dispute systems, and regulatory systems; increased travel, real estate, infrastructure, and legal compliance costs associated with international operations; currency exchange rate fluctuations and the resulting effect on our revenue and expenses, and the cost and risk of entering into hedging transactions if we chose to do so in the future; limitations on our ability to reinvest earnings from operations in one country to fund the capital needs of our operations in other countries; laws and business practices favoring local competitors or general market preferences for local vendors; limited or insufficient intellectual property protection or difficulties obtaining, maintaining, protecting or enforcing our intellectual property rights, including our trademarks and patents; political instability or terrorist activities; an outbreak of a contagious disease, which may cause us or our third-party providers and/or customers to temporarily suspend our or their respective operations in the affected city or country; 32exposure to liabilities under anti-corruption and anti-money laundering laws, including the FCPA, US. bribery laws, the UK Bribery Act, and similar laws and regulations in other jurisdictions; andadverse tax burdens and foreign exchange controls that could make it difficult to repatriate earnings and cash.', 'These international operations will require significant management attention and financial resources and are subject to substantial risks, including: greater difficulty in negotiating contracts with standard terms, enforcing contracts and managing collections, and longer collection periods; higher costs of doing business internationally, including costs incurred in establishing and maintaining office space and equipment for our international operations; management communication and integration problems resulting from cultural and geographic dispersion; risks associated with trade restrictions and foreign legal requirements, including any importation, certification, and localization of our Falcon platform that may be required in foreign countries; greater risk of unexpected changes in regulatory practices, tariffs, and tax laws and treaties; compliance with anti-bribery laws, including, without limitation, compliance with the US. Foreign Corrupt Practices Act of 1977, as amended, or FCPA, the US. Travel Act and the UK Bribery Act 2010, or Bribery Act, violations of which could lead to significant fines, penalties, and collateral consequences for our company; heightened risk of unfair or corrupt business practices in certain geographies and of improper or fraudulent sales arrangements that may impact financial results and result in restatements of, or irregularities in, financial statements; the uncertainty of protection for intellectual property rights in some countries; general economic and political conditions in these foreign markets; foreign exchange controls or tax regulations that might prevent us from repatriating cash earned outside the United States; political and economic instability in some countries; double taxation of our international earnings and potentially adverse tax consequences due to changes in the tax laws of the United States or the foreign jurisdictions in which we operate; unexpected costs for the localization of our services, including translation into foreign languages and adaptation for local practices and regulatory requirements; requirements to comply with foreign privacy, data protection, and information security laws and regulations and the risks and costs of noncompliance; greater difficulty in identifying, attracting and retaining local qualified personnel, and the costs and expenses associated with such activities; 30Table of Contentsgreater difficulty identifying qualified channel partners and maintaining successful relationships with such partners; differing employment practices and labor relations issues; anddifficulties in managing and staffing international offices and increased travel, infrastructure, and legal compliance costs associated with multiple international locations.', '28Table of ContentsOur current and future international business and operations involve a variety of risks, including: slower than anticipated public cloud adoption by international businesses; changes in a specific countrys or regions political, economic, or legal and regulatory environment, including the effects of Brexit, pandemics, tariffs, trade wars, sanctions, or long-term environmental risks; the need to adapt and localize our platform for specific countries; greater difficulty collecting accounts receivable and longer payment cycles; unexpected changes in trade relations, regulations, or laws; new, evolving, and more stringent regulations relating to privacy and data security and the unauthorized use of, or access to, commercial and personal information; differing and potentially more onerous labor regulations where labor laws are generally more advantageous to employees as compared to the United States, including regulations governing terminations in locations that do not permit at-will employment and deemed hourly wage and overtime regulations; challenges inherent in efficiently managing, and the increased costs associated with, an increased number of employees over large geographic distances, including the need to implement appropriate systems, policies, benefits, and compliance programs that are specific to each jurisdiction; difficulties in managing a business in new markets with diverse cultures, languages, customs, legal systems, alternative dispute systems, and regulatory systems; increased travel, real estate, infrastructure, and legal compliance costs associated with international operations; currency exchange rate fluctuations and the resulting effect on our revenue, RPO, and expenses, and the cost and risk of entering into hedging transactions to the extent we do so in the future; limitations on, or charges or taxes associated with, our ability to reinvest earnings from operations in one country to fund the capital needs of our operations in other countries; laws and business practices favoring local competitors or general market preferences for local vendors; limited or insufficient intellectual property protection or difficulties obtaining, maintaining, protecting, or enforcing our intellectual property rights, including our trademarks and patents; political instability, military conflict or war, or terrorist activities; COVID-19 or any other pandemics or epidemics that could result in decreased economic activity in certain markets; additional costs associated with travel, return to work, or other restrictions that are specific to certain markets; decreased use of our products and services; or decreased ability to import, export, or sell our products and services to existing or new customers in international markets; exposure to liabilities under anti-corruption and anti-money laundering laws, including the US. Foreign Corrupt Practices Act of 1977, as amended (FCPA), US. bribery laws, the U. K. Bribery Act, and similar laws and regulations in other jurisdictions; burdens of complying with laws and regulations related to taxation; andregulations, adverse tax burdens, and foreign exchange controls that could make it difficult or costly to repatriate earnings and cash.']"
17,82,17_patent_patents_patent applications_applications,"['patent', 'patents', 'patent applications', 'applications', 'pending', 'patents issued', 'issued', 'patent protection', 'pending patent', 'issued patents', 'circumvented', 'protect']","['Moreover, we cannot assure you that any patents will be issued with respect to our currently pending patent applications in a manner that gives us adequate defensive protection or competitive advantages, or that any patents issued to us will not be challenged, invalidated or circumvented.', 'Because patent applications can take many years to issue, there may be currently pending patent applications that may later result in issued patents that are relevant to our products or product candidates.', 'Despite our pending US. patent applications, there can be no assurance that our patent applications will result in issued patents.']"
18,78,18_assurance_assure_predict_examinations,"['assurance', 'assure', 'predict', 'examinations', 'examinations adverse', 'outcomes', 'operations believe', 'effect business', 'adverse effect', 'determination tax', 'effect', 'assurance given']","['Although we believe our tax estimates are reasonable, there can be no assurance that any final determination will not be materially different than the treatment reflected in our historical income tax provisions and accruals, which could materially and adversely affect our business results of operations and financial condition.', 'While we regularly assess the likelihood of adverse outcomes from such examinations and the adequacy of our provision for taxes, there can be no assurance that such provision is sufficient and that a determination by a tax authority would not have an adverse effect on our business, financial condition and results of operations.', 'While we regularly assess the likelihood of adverse outcomes from such examinations and the adequacy of our provision for taxes, there can be no assurance that such provision is sufficient and that a determination by a tax authority would not have an adverse effect on our business, financial condition, and results of operations.']"
19,73,19_court_filed_usury_district,"['court', 'filed', 'usury', 'district', 'decision', 'proposition 22', 'york', 'new york', 'superior court', 'second', 'madden', 'bank']","['Additionally, while this case has since been settled, in April 2021, the Washington DC Attorney General filed a similar complaint against online lender Opportunity Financial, LLC, alleging that it rather than a bank originated these loans and the loans were therefore in violation of Washington, DC usury laws.', 'For example, certain plaintiffs filed a claim in California Superior Court challenging the constitutionality of Proposition 22, which resulted in the Alameda County Superior Courts order noted above (which is being appealed), and similar challenges may also be filed.', 'For example, certain plaintiffs filed a claim in California Superior Court challenging the constitutionality of Proposition 22, which resulted in the Alameda County Superior Courts order noted above (which is being appealed), and similar challenges may also be filed.']"
20,71,20_financial reporting_internal control_control financial_reporting,"['financial reporting', 'internal control', 'control financial', 'reporting', 'internal', 'maintain effective', 'effective internal', 'controls', 'internal controls', 'control', 'confidence', 'effective']","['If we are unable to assert that our internal control over financial reporting is effective, or if, when required, our independent registered public accounting firm is unable to express an opinion on the effectiveness of our internal control over financial reporting, we could lose investor confidence in the accuracy and completeness of our financial reports, which would cause the price of our Class A common stock to decline.', 'If we are unable to conclude that our internal control over financial reporting is effective, or if our independent registered public accounting firm determines we have a material weakness or significant deficiency in our internal control over financial reporting, we could lose investor confidence in the accuracy and completeness of our financial reports, the market price of our common stock could decline, and we could be subject to sanctions or investigations by the SEC or other regulatory authorities.', 'If we are unable to conclude that our internal control over financial reporting is effective, or if our independent registered public accounting firm determines we have a material weakness in our internal control over financial reporting, we could lose investor confidence in the accuracy and completeness of our financial reports, the market price of our ClassA common stock could decline, and we could be subject to sanctions or investigations by the SEC or other regulatory authorities.']"
